,REF,pgm,pgi,gapC,zwf,rpe,wt_0_5h_1,wt_0_7h_1
b0720,7.13072046948544,7.56342647071807,14.0056289123218,9.6902730577986,5.68949380110789,5.70914487843936,7.37938952210645,4.42508859735197
b1261,15.791011831115,14.5654140013569,43.0076585161874,17.54007331786,17.7612050081105,30.7052135503584,26.773904317159,30.8438816351877
b1818,8.00057068349623,5.13177632111073,12.4170193876593,12.5413359629201,10.9556099423846,7.02227360836961,4.04975825685655,4.63348884960282
b2416,21.0060991781773,20.9181482714488,26.9724831388242,31.5610147082955,16.0280944224918,24.4279062058955,20.4957574337889,16.3078853827972
b0881,20.3671154310141,17.124955277315,21.4710613027568,28.1909804978865,24.0376427703893,22.8177753527125,11.6626281056572,13.3598325859403
b1778,23.4492929823366,20.740289889475,24.4850254322427,25.4179494301742,15.9574631355208,27.6255706073844,13.224661329164,12.145253858804
b3368,17.5347145951424,18.9114064386525,16.6995358476693,46.719470386221,13.9877043198884,19.7434137481418,11.1735967143355,16.0750353918516
b2285,21.0160764111753,14.4809285401643,19.9364912770596,20.7470674597051,21.4902840719814,17.5732725885683,28.012312983939,15.8616635993545
b3908,19.1026391702053,22.676194608417,20.1426570644035,32.5141190115051,23.4989033954304,17.9541949159987,16.0002370171509,17.4055195708762
b2281,18.7552151975567,12.1202352774523,13.1745142699332,19.5728025690891,15.2912050203202,12.0994267938416,26.0941595917718,16.4627868064227
b0072,22.113242848741,13.3487659976685,21.0120771232921,35.5054169910536,26.8019576065393,14.3978291833539,24.7344206645078,13.9386641976934
b1136,21.12116277752,22.6590831637241,24.0121326653814,17.2270686913797,24.3573341864579,19.7379024580234,19.2000008863559,18.6840274312523
b2215,22.0527144022785,27.0480590949903,15.3059640479396,15.873295760013,19.2256210185226,19.8112637099301,18.0623923070631,20.5532621107654
b3195,16.8018028127158,18.2393052983952,10.6759039552491,26.0106930718219,19.2883406615171,26.3674010539366,13.1749713665433,12.9285510211945
b2091,26.5221831634564,16.1981236732712,15.3635872998165,13.0398610851615,24.9739723696971,9.66357460078621,12.3674290495475,2.93330735758809
b3309,19.5896371992159,19.4809201675428,25.8471620384078,31.5163661815212,17.9847723093829,9.72353680967542,27.1008158304073,29.0240903534845
b1004,20.2875538455655,25.886306335559,22.8214395636983,20.6643128559953,19.0994781143273,26.3156714849382,14.7814946656496,9.50807510118349
b3295,17.5318562724858,12.6160364557175,31.9371420877995,17.4016915710849,11.2293766713897,12.590968985499,31.8284020880005,38.2655298304767
b3302,17.5682483576214,22.9328070086231,22.9744724925817,18.9401911926922,14.9609331208867,12.6678958678831,12.3808860521393,22.2456414132269
b2607,20.5295319988794,24.1097713696104,28.2533026743917,16.235079260089,17.6390038922192,15.1699109227891,17.8919538296416,28.1421000665598
b3735,19.3585976793343,22.3335466765502,13.3660317517098,19.829496832436,22.6755507706556,14.3207669398364,26.2673976735006,25.900402479343
b4143,16.0973932713184,14.1959223457074,11.6191952085945,15.9321018453569,16.4483034564911,15.8119807901923,16.1649782975429,15.3498777659429
b1817,19.0969350004926,19.2476618608523,14.9500786299363,20.5919898039357,21.6449815138253,9.46401093249992,30.5757695372633,8.39334667417395
b2601,20.9093679755414,6.88564006241814,47.7026555996167,4.5455006599216,5.14189830876618,32.2142562492236,5.03821969031354,11.4315860662132
b2587,21.8917216997298,19.1161509377852,14.8843754156891,23.7610803716679,19.3887306435183,14.8880895343859,10.2343542272181,9.97495034869367
b0177,19.3539612695899,18.5904245276986,15.5663815900826,23.7167380103911,10.1825073543382,15.8676696112578,19.1415647533748,19.7368324423755
b0073,18.9562384005228,16.4252662228368,31.3712141785174,22.1641319337655,26.6243098178146,9.25591549701152,21.7662722872275,16.3688884775723
b3304,15.3337194988194,19.794910618345,18.0992626964734,27.6604809704295,11.7388274977147,7.04801270526962,26.679889306026,29.6943635332955
b1719,6.49944424566039,12.7371903277305,6.47363701011261,6.80915073982415,6.32383043954189,4.98173704018449,5.80317802733745,8.64607820262516
b3984,15.2631215743401,19.4293593364716,18.8156270049607,10.7077654180313,8.45400372515915,6.96240531186311,28.3208720770128,42.6231874829631
b2414,18.148839191344,25.4221746690393,29.5669542517216,15.8361801483071,17.4114973971468,9.68777502998949,28.249125423434,34.8899400296201
b3303,7.2181202234149,6.07761914867662,7.90252832008279,10.2775476945662,4.90012104006214,10.7806493723609,13.5730640193366,7.16052461659803
b2096,19.1216190611106,18.2543584866918,19.0350966417585,33.995747554574,32.0116657393684,17.8162967529153,17.3668507028794,5.85526460397703
b2925,14.2600822445208,11.6656908702167,14.2050541868854,12.9383779990997,14.7126915115335,10.9341549064114,19.4885977327146,27.5172323921686
b0431,15.2878925241095,10.4663755309686,23.2279566249741,14.5172474381785,23.6529147666164,11.5402606058335,19.7297365345517,22.7714850877203
b4142,6.69545340580439,5.19966857618548,6.26502366172161,9.42177604452136,7.29840226591785,6.94264432190183,7.00779874781717,4.4516249344047
b2742,20.721149821373,25.1696050165447,15.0001453851346,21.228364300208,39.6798126450494,21.4637841397783,9.93558572202051,10.5806735244583
b0126,12.379665230576,24.0917203027334,39.6512439492307,19.3404579773234,25.6782271671926,10.6441071418045,14.4346973087119,36.3084817805199
b0811,21.6350084023771,24.768015691565,8.30066321892995,21.0213762077015,20.248677907143,21.4050689063669,8.80213632987824,5.98447181946853
b0904,17.8427983294709,23.0135075841372,15.4542929898716,15.9791361156745,20.0608799078195,22.4797765503866,17.15638611159,12.1293588404234
b1092,17.4456372134257,17.2039795781056,21.8583052004941,15.4833465766219,16.2980031629644,14.2990833111923,19.388450449702,18.2044492712033
b3983,15.4706950732613,11.9379394805668,21.3245027936068,9.31983611682847,16.7043772131813,8.37250052947491,29.7269781770836,26.2218753970289
b1006,13.9915092241537,12.2720573822019,7.23972286347082,19.148652753734,14.4307289665319,29.4549882668869,8.31974446318566,6.57029110536349
b0911,15.7063038939252,20.8114977913763,20.6233200517507,16.214662640047,14.4502852219171,5.98396423162822,25.7010422589755,26.6836341018656
b1716,16.4308115079447,20.9048201386496,16.2522001974559,16.8327345163097,18.9624476228928,8.48553901296683,18.5159457789169,21.3702786305512
b0071,18.6195788831268,24.3908677664642,13.3699501629914,22.507509974604,21.7138748600142,8.9185838318618,17.6725398106188,12.4884050242777
b1101,20.5520639113949,19.4135974674809,9.93758483395352,11.2309255104182,17.2514010681873,7.5345311216506,23.1309474415087,19.2538420271003
b4172,18.3453830318987,15.4173470846247,13.171132142325,17.8634429241868,15.1150640381248,16.6802228452812,15.867362114218,15.5612364530107
b3733,18.5308553771258,13.1696175592774,25.8211773068381,24.9157564804873,12.1136949840151,9.14122816438299,21.1220335073002,19.8903088227323
b1002,22.7909070469469,19.201402380477,11.8534311693168,22.6817579221876,9.67298688663321,22.3412258179093,7.2703110238243,2.26845454468603
b1051,17.6984120088091,27.2572647587046,16.8313072694883,9.02310878497576,18.0286391083086,30.2259650716752,8.68930584432624,7.08864586475384
b3314,15.2912305610782,12.7470846560088,24.9714008155033,19.2032248085171,13.6521039088396,6.06206595271182,22.0070691371159,26.2095527520256
b0740,6.67297061029707,13.1410932710163,5.39139207988923,9.29816887901631,4.71448178706774,9.10411520908167,8.34134965819958,5.76244529053939
b1718,17.4725144927669,24.6021666879054,22.5152697872434,10.3121923582471,22.4182774390204,12.2978379136815,17.5751898324176,15.6593211575116
b0004,16.7451027674543,17.3987969337284,15.6478223087792,16.6038874126439,17.2083528878803,7.57940269946061,24.0016578723842,31.9406926089858
b0449,14.8120050194981,15.4837336733515,12.2094516740089,18.4305236052929,16.453218164941,15.0002161546201,12.4177333033309,13.5024769532261
b0755,13.5420378646973,12.8640638236063,10.0161986579604,16.8758835198097,10.2478654735392,14.8661918986346,12.9293356675397,13.2486675487936
b3509,18.4878824302342,18.1102841702263,15.7568850633012,9.11604008933426,16.2154072094711,21.9090609103481,15.2327165627217,12.3918922335327
b1712,18.4618508117541,13.9848839302901,19.1699825403165,12.5740483672876,14.3247896471987,13.3755529902287,9.23088382701598,9.84931088250853
b0118,20.0118610368572,15.5602015718734,18.7214645483017,19.5684504248646,13.6770344505606,8.4512302664962,12.1319941665582,8.77931139545629
b2280,15.4800707180252,8.38158971830671,14.7393124086127,13.7069097727187,14.3724952594555,9.2482718421741,23.0437934125914,12.9465480375326
b2572,17.7408303597402,17.9672891739646,13.9922258581709,16.5770671804776,12.7208983336347,17.5597316244362,6.29165843862889,6.41330542572218
b1824,16.4362737225626,8.61133166037073,12.9496739748353,17.7662345223255,15.9553163794085,17.7257006993334,13.9997848417753,14.2155779549262
b3403,17.6990705110088,13.8984349343047,7.45736461342376,20.4932617868636,17.7613148425958,22.5180803501172,13.7891738714436,5.29022344269606
b4177,13.028815454105,12.3988983401126,12.0623175138538,16.1333029683593,20.1108309393962,26.2624947546974,18.7806185166928,13.1255714758008
b0723,18.0031106247006,14.6611712386445,20.979571664326,28.6019004487613,9.8143641542869,14.5183101756146,15.1476714736515,12.3604917869408
b1739,18.4788762834306,22.9721988079878,10.5690013878631,6.49159342601802,12.3928577293961,39.4458923387365,7.69071233030111,5.68204858229243
b4189,24.6206977953936,7.26741550990032,2.52355453264372,2.6924726327454,7.86908950550992,41.247608837316,1.17643832675981,0.487994487512616
b1237,15.1605750972217,12.9223179260496,12.391148219692,24.7242096286998,11.5759079498349,14.2370342025222,13.1594911166108,12.6436739448345
b3202,17.4929958094985,15.2987720421566,13.9154378123797,14.3385312861527,14.6686870086729,13.3854665870913,11.152882804289,9.25180319893909
b3097,15.1087236699082,17.4549924705941,14.241400828375,7.35779969047558,11.6694601950167,24.7347344180017,10.2201321494282,8.73121086895998
b1205,23.2365234914949,11.2930539772318,3.86629442005415,8.57983000228265,12.066926978731,20.526978066739,6.23945474881311,1.17880795569155
b3284,17.1020686975327,11.9022348483651,12.0542003716643,13.4202082529208,12.9026687731841,25.5680294112971,8.16769751223282,7.1949408854051
b1920,16.4033125368769,18.1413886275012,19.3316511514291,26.9084662956783,11.1807718620936,14.5068420814834,21.0307547647164,18.1659424611146
b0679,16.1582641597095,9.97302642413488,7.43862013959559,22.1251825257922,15.891394281181,15.6692594396972,10.1924255476434,4.28160625389955
b4252,17.7674524296575,18.0230436037857,17.120577980956,19.7050176985232,8.5932170066343,20.872647951678,19.9528593815357,14.9411779207493
b3736,16.8002702680266,17.4845605456292,11.3599459865487,15.3232335560523,24.2304287074822,9.22964016095002,22.1414060278188,18.1308215163104
b4069,19.1961334824482,17.2250198326444,4.20544943921899,20.3952943880891,12.4879241266547,26.6392229840462,2.43658411188013,0.750445520995282
b1714,15.6764944923281,16.3488390761488,29.8935380147801,21.4106897298064,15.3437730989796,10.8665807970512,18.9844136902272,21.6094326624699
b2426,18.3709125687111,13.3991473594485,4.51522785544911,18.5428237722961,13.1804654044285,24.9365259025164,6.2125721083613,2.70311474017899
b2286,15.7233850811866,12.0088862396573,15.4897024465781,16.3430201209623,19.2141373326723,19.0355228143841,18.7703919741489,16.1767246042512
b0726,15.1535692958762,10.9604584523655,19.6691396791981,17.3872861594217,13.8598873618059,15.3304669262102,14.4030049567509,12.377488626817
b1777,18.2182997201744,14.6406450639033,13.7809774322118,24.4979745061204,8.53026195681697,16.0409460593422,11.2446528618466,9.69217883585836
b4174,13.6172941406336,15.3089117081291,9.35416286941065,13.7569992261962,14.1488157634232,8.85567351562673,17.6945055303029,15.874520093999
b3294,12.8431649705084,13.4045851970347,16.5947346638495,13.2824939949345,12.2166838147124,8.49685659866412,30.721162866396,31.1344999010968
b1324,13.662254762209,13.9819968347676,21.0387085701392,25.0993325637537,17.5160754559266,11.0636221902467,20.3634736576218,21.1645525454015
b0912,14.390475814686,13.5288150601332,16.3011435127504,14.8128215552365,11.9153294933384,25.5008007505681,11.3013192944163,8.74730246863622
b3317,16.1320631516335,13.3610389685142,22.0279614919767,19.0793137521066,12.7966400760802,7.86757387226245,14.6361210256618,36.7736867170061
b3527,7.20951483673593,6.45061057946906,7.56877256787548,7.3119627235088,8.09591502177476,7.45660940571096,6.44822015287367,7.30473649845343
b2999,16.1294838767212,17.7015013018662,23.008188994252,11.8884546131587,11.3668309153772,14.1041248343034,9.15361210086453,9.04756730747394
b0432,13.9426277454089,11.7136527337263,15.3543128704302,14.6434098441208,18.6552356463106,10.360445637395,24.1332542181297,31.0587869046286
b4206,13.4915794339948,10.297376484443,12.8415149509159,16.5605043014616,12.7525843517871,18.0166262368549,10.2949427540867,7.11340484121302
b2309,15.0490892524255,10.9420363553358,15.0807703526502,19.2290535386869,15.3417564066053,18.4138117889239,11.7440488567117,13.9471307215331
b1823,12.8492140597451,31.8133800150501,10.8524976335782,10.6926735310716,10.1499388272141,17.7950199314022,11.2479220469188,9.98266750585319
b1243,11.8496815243148,11.7337884924173,8.73063340057042,17.0626336607845,9.47029159737379,9.2399898371495,16.6274104801093,13.8077220158944
b0727,15.8732968474197,16.299159153707,22.198683253624,11.8701909218484,11.4108336952768,15.4650693399956,16.6067562802379,12.4201775778069
b2659,9.51606463678494,9.7453956011216,13.4555697160696,10.4018712487807,10.4500682740593,27.2382902549858,8.25061164201559,9.47092522588262
b3738,16.3734819200918,15.5205987801709,10.5279798747275,7.36352070207815,15.7671131420264,9.28839796426875,19.0471067231532,14.1613531618714
b2927,12.4381040993145,19.6614755604724,19.9449882513422,12.9296420575615,17.0952483692856,14.4230223428224,16.7221332909307,16.8889779962798
b3418,13.9126936990817,14.5525364372997,10.2306844441482,22.8954596377109,17.7414091545366,16.3306598530667,8.68899232475671,3.83968402051031
b4173,12.4595555582881,12.7596403420803,20.6916358760101,10.4427813694776,11.701716203898,10.1821124387924,12.1925671909105,11.0671626702292
b1603,15.697480548567,12.0049373989709,17.8910294078243,17.543030960014,16.7120524235833,9.99536854280997,16.250821497241,27.7430255845978
b2284,14.9736487502623,11.0945247390578,12.6044228307484,13.3180201880694,12.7569898606108,10.7297784953967,19.765632104948,10.6993578160504
b0180,13.4666107360403,12.72420782804,13.8234000326276,17.7933929665641,14.7510485305911,14.816120363552,19.1684758594973,18.6865132305462
b2288,13.8329313826535,12.8543278424482,14.0157748285139,18.4584913227485,20.8003420716065,11.3944702012215,16.4735613494477,10.2690698488647
b2185,11.7127017776686,19.6728463564604,15.2512272300886,14.823256743272,16.3770288328508,7.37736009646035,28.5730557360866,27.7704239003743
b0471,11.8487805004814,15.1107302426964,16.7731964187702,18.3988635989974,14.6073704629047,8.6025793223668,18.8870292837829,21.6087774519794
b0882,14.7422877317908,12.8315352687443,13.2935429176986,10.801303487949,12.1627220890369,24.401128440343,9.45199210572147,6.59498557803564
b0605,14.4341868427262,10.4030695990624,11.4051071207235,20.0298580295204,15.7680002180597,13.0589388968937,8.56266370174607,16.2587538974284
b3510,14.5970047214674,21.219790494064,15.182400121003,9.45425314373631,12.9232628052173,14.7784391702566,15.3527694885532,7.17584717776438
b4245,12.0166108071169,18.6880034164762,13.1641871310683,10.8704650487852,3.93525322945404,1.0296773585644,26.9542064618708,40.3988177689868
b2609,13.1554541570855,12.5038033758143,14.3695635484507,13.3331339989394,12.02431398067,4.5993179794388,16.9496781016646,19.9721734658953
b2417,12.7797465906232,10.5723585410228,15.6171227564483,10.7754222144398,13.3380084386872,15.7814909926791,12.3071505561401,11.6533329821717
b0430,14.4087019943847,9.86748635433742,11.1074835278159,11.7693936825641,11.3336914075905,14.1163540294655,15.9186360787262,15.8069120044371
b0924,12.4035766208255,16.4472192313065,12.9435957779992,14.4373958423726,27.5605943742364,15.6555390734302,10.1511871391432,9.46932965021968
b0146,17.0292964683036,16.5073710507293,5.90692401459295,7.89742684000795,11.6702880199477,26.3006672548525,4.25232824963319,4.38889309899819
b2113,10.5142032279999,11.4308730233415,10.6064615741081,14.2374656661851,13.4005616061215,14.4952068123951,10.6022660944751,11.3115393239053
b2779,11.655705574177,9.69673433269306,9.83797107609643,9.6882172808118,10.5077383857437,16.8737148880057,20.7726616855484,24.0053811125909
b3336,16.8414885918445,17.846738135008,8.83628764839105,10.7754695613314,15.6954702886599,31.6582076398675,7.36824873122035,5.04734522732667
b0429,14.7208319231291,9.48410826193356,10.1086871233288,10.5923127166831,7.42246206534029,12.7642499128501,12.3453761468267,14.7639572365653
b3637,3.56476640277996,6.96441357508795,2.80436048579167,3.7550650140844,2.68830061800262,5.89873610073076,8.07317848589101,4.09003886562557
b3305,5.42894417175683,5.24589645385322,6.51289540562408,6.94975285830692,2.88705784418778,6.24994521666968,7.26952442257978,5.79537823777972
b3255,9.44171592121311,13.9785166633026,16.8401474214376,16.9434771686381,17.2783548173108,6.78743813186759,16.7187190749977,25.606695440212
b3231,11.269971148684,11.5825918842561,15.7249176161922,10.8893900354134,13.0372114633591,3.86079972189687,18.4645439836688,22.2733565932774
b0884,10.609310158254,13.8506505184061,23.2957933892275,16.1205114024524,14.2678918996971,6.60980243809712,17.0283883431905,36.5765244398015
b3782,11.2228598289383,11.3321702225543,10.3806720325624,13.8805035873292,10.3860886437288,11.6116441593827,10.0909964432833,14.2141000633306
b0926,12.845054926389,19.1367528451768,21.4170485509382,13.6013415077333,16.1682678142775,10.2033255133679,7.53558884266525,8.33905636579948
b3313,14.9750210586576,17.9102184540252,18.2597520102684,9.19666628995698,12.1489064831072,6.33018451692641,14.9804872533744,11.7114209022852
b2282,14.6690271411541,8.80194210592345,9.59896742087851,12.4626181333563,12.3519434904704,9.78833637229321,19.9016755449944,10.9467649436324
b1276,15.7329515751951,8.50358320519017,14.2346897885123,10.0681810434547,11.2908555806419,17.2500038095059,8.49260585971508,4.57751317682162
b3942,11.4173742603824,11.567326829201,9.45640459344835,11.7198176501432,12.676640279206,9.36676559197574,11.6616382222986,6.63935913007272
b1967,13.6689301012825,18.2659221651676,9.44532337792241,6.33722144651843,13.0854058446258,24.7999396571184,7.90801778949712,5.02227278437999
b0116,12.7734647027787,9.12452202430498,12.5478979758449,16.7845102794406,14.2252871965049,8.3664631221794,13.3854808970963,14.9617912022086
b3349,9.50100190718808,10.5661713996715,13.8947538654505,10.071852546971,10.3144044818312,13.7200785499252,12.5324703680661,13.748761741516
b2599,14.1595497339194,9.47179042921639,22.4720156102814,18.8096886780476,19.2674812163421,4.61339318359469,11.4596232808191,9.20047013202147
b2529,12.1793006847907,12.1715317845299,15.0009892637229,13.6130336263161,12.3028514690723,9.26159715172942,7.54294237718345,13.8715843357325
b0729,5.01290930865097,3.15322643564754,9.28852420319198,4.49129778653206,4.29948132414728,4.25925664978303,2.98407061627541,6.02999113699942
