Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929274_2 - polyg	(1, 0.5578596240250795)	(2, 0.5696399225665373)	(3, 0.5698469836833991)	(4, 0.5699431192019421)	(5, 0.5700540448002609)	(6, 0.5701723654384676)	(7, 0.5702463158373469)	(8, 0.5704607719940965)	(9, 0.5706678331109584)	(10, 0.5709858198261388)	(12, 0.5715792717771446)	(14, 0.5718196105735021)	(16, 0.5718991072522972)	(18, 0.5720081840906439)	(20, 0.5720747394496353)	(22, 0.5721172609289908)	(24, 0.5721523873684584)	(26, 0.57219121132787)	(28, 0.5722577666868613)	(30, 0.5723280195657965)	(32, 0.5724130625245076)	(34, 0.5724925592033028)	(36, 0.5725997872816776)	(38, 0.5727846632788757)	(40, 0.5729898756357654)	(42, 0.57331155987089)	(44, 0.5737330771445015)	(46, 0.5740714002193739)	(48, 0.5743579580150309)	(50, 0.57461863317108)	(52, 0.574803509168278)	(54, 0.5749735950857002)	(56, 0.5751751099226461)	(58, 0.575359985919844)	(60, 0.5755688957966778)	(62, 0.5758203271528671)	(64, 0.5760089006700091)	(66, 0.5762547857462825)	(68, 0.5764341154635646)	(70, 0.576670756739978)	(72, 0.5768389938974282)	(74, 0.57704605501429)	(76, 0.5773178227301711)	(78, 0.5774990012074251)	(80, 0.5777282474439507)	(82, 0.5779907713599719)	(84, 0.5782995142752926)	(86, 0.578632291070249)	(88, 0.5790353207441408)	(90, 0.579283054580386)
SRR9929275_2 - polya	(1, 0.00657530985714203)	(2, 0.015325049714509825)	(3, 0.033292708137428)	(4, 0.053035977661008996)	(5, 0.07292490278269124)	(6, 0.09267857627756519)	(7, 0.11576152058618194)	(8, 0.14275982609137747)	(9, 0.17641667322405857)	(10, 0.21973707569267126)	(12, 0.2786651690959188)	(14, 0.33831113651837963)	(16, 0.39558673248126425)	(18, 0.4480418217450838)	(20, 0.49968886923848443)	(22, 0.5435676181664852)	(24, 0.5808173033856638)	(26, 0.6148400235088135)	(28, 0.6477096368136617)	(30, 0.6791573740418073)	(32, 0.7081896559347738)	(34, 0.7351272716074271)	(36, 0.7602684682368317)	(38, 0.7843553957752177)	(40, 0.8064516968062201)	(42, 0.8274226349423688)	(44, 0.8478265566430518)	(46, 0.8676010380805117)	(48, 0.8859640474125619)	(50, 0.903553694878503)	(52, 0.9200405213873918)	(54, 0.9363140664847751)	(56, 0.9523795321562997)	(58, 0.967610946129173)	(60, 0.9821799739297288)	(62, 0.9958820041225389)	(64, 1.0086840907985093)	(66, 1.0217393407759414)	(68, 1.0345518314232047)	(70, 1.0465857582187126)	(72, 1.0582954279089236)	(74, 1.0694467511397465)	(76, 1.0803015611887203)	(78, 1.0903171175533966)	(80, 1.1009881241095285)	(82, 1.1108857687995513)	(84, 1.1199112138961822)	(86, 1.128667889734412)	(88, 1.137223422127645)	(90, 1.1432750654297084)
SRR9929275_2 - polyg	(1, 0.4275199883697473)	(2, 0.4364674036816811)	(3, 0.4366373352127992)	(4, 0.4367379069352977)	(5, 0.43680379875348635)	(6, 0.43689396650469187)	(7, 0.43699453822719037)	(8, 0.43712285387313665)	(9, 0.4372927854042548)	(10, 0.43755115069136297)	(12, 0.4379898514808822)	(14, 0.4382066008828186)	(16, 0.4382586207392833)	(18, 0.4382933006435932)	(20, 0.43832277856225643)	(22, 0.4383539904761353)	(24, 0.43838693638522963)	(26, 0.4384320202608324)	(28, 0.43848404011729714)	(30, 0.43850484805988305)	(32, 0.4385360599737619)	(34, 0.4385672718876407)	(36, 0.43859848380151956)	(38, 0.43871119349052645)	(40, 0.43878922327522357)	(42, 0.43893141088289384)	(44, 0.4390926724379345)	(46, 0.4391984461460795)	(48, 0.4393215598063793)	(50, 0.43941519554801584)	(52, 0.43947588538055804)	(54, 0.4395608511461171)	(56, 0.43964234892124515)	(58, 0.43972037870594227)	(60, 0.4398122804523633)	(62, 0.4398903102370604)	(64, 0.43993366011744767)	(66, 0.4400116899021448)	(68, 0.44008104971076445)	(70, 0.44016948346675444)	(72, 0.44023364128972764)	(74, 0.44034114899308807)	(76, 0.4404711986342499)	(78, 0.440549228418947)	(80, 0.4406740760744623)	(82, 0.440835337629503)	(84, 0.44098099322760426)	(86, 0.44114398877786043)	(88, 0.44132432428027146)	(90, 0.44146130990229526)
SRR9929276_1 - polya	(1, 0.001656269396439194)	(2, 0.002432081858823566)	(3, 0.003980098353534708)	(4, 0.0062425839996509925)	(5, 0.008537545516285694)	(6, 0.010677344540443518)	(7, 0.018601456946936917)	(8, 0.022296489325921088)	(9, 0.030505667706965025)	(10, 0.03387954981082264)	(12, 0.03637477919565424)	(14, 0.038592159466050505)	(16, 0.040731958490208324)	(18, 0.04543193864023458)	(20, 0.05074715611508193)	(22, 0.05328207823054715)	(24, 0.055477807920597796)	(26, 0.05730908617483067)	(28, 0.05919990352501398)	(30, 0.06095179631797962)	(32, 0.06288230639879655)	(34, 0.06492467781139913)	(36, 0.06629046858820138)	(38, 0.06776451226673169)	(40, 0.0692259264400604)	(42, 0.07175904434049679)	(44, 0.07427412009064521)	(46, 0.07581311551021234)	(48, 0.07776708038640368)	(50, 0.07860784458982488)	(52, 0.07927720836551)	(54, 0.0800873009134416)	(56, 0.08088837238622917)	(58, 0.08194564239310648)	(60, 0.08313462009708625)	(62, 0.08447334764845649)	(64, 0.08586800586571958)	(66, 0.08728972730841464)	(68, 0.08848953030256722)	(70, 0.08931044814067161)	(72, 0.09025946524582087)	(74, 0.09098836811745642)	(76, 0.09181109017058961)	(78, 0.0926283995786364)	(80, 0.0936568021450529)	(82, 0.0949215568802423)	(84, 0.09627110972178535)	(86, 0.09818899029740066)	(88, 0.10027105444063687)	(90, 0.10134275816774459)
SRR9929276_2 - polya	(1, 0.006830758099040075)	(2, 0.01651578437364312)	(3, 0.03842978011345842)	(4, 0.0625773940589292)	(5, 0.08713997746102417)	(6, 0.11132006727701337)	(7, 0.13902920168933705)	(8, 0.17154476493838625)	(9, 0.21245353650141705)	(10, 0.2640847579806114)	(12, 0.33599896481358504)	(14, 0.4086853756788855)	(16, 0.48006553486333414)	(18, 0.5457822630723769)	(20, 0.6106095132722207)	(22, 0.6651328914425829)	(24, 0.711890928128986)	(26, 0.7545317461196657)	(28, 0.7941667418723631)	(30, 0.8317846252228611)	(32, 0.8673962214613327)	(34, 0.901277575487184)	(36, 0.9325770978068215)	(38, 0.9624386607485046)	(40, 0.9891879527655062)	(42, 1.01411318338839)	(44, 1.0383239448598691)	(46, 1.0618942099961233)	(48, 1.0836223715879723)	(50, 1.104654106178704)	(52, 1.1247692995348046)	(54, 1.1442963187915165)	(56, 1.1629537064043463)	(58, 1.1809705976819518)	(60, 1.1981250741757905)	(62, 1.2146570964846926)	(64, 1.230400676826009)	(66, 1.246068480136116)	(68, 1.2614512174716719)	(70, 1.275421254439677)	(72, 1.2891441139487365)	(74, 1.303063632895935)	(76, 1.3150887260628927)	(78, 1.3266880244830537)	(80, 1.3406147602903675)	(82, 1.3522447303660177)	(84, 1.3623609640325043)	(86, 1.3719810385660705)	(88, 1.3813972368013823)	(90, 1.3877552905628765)
SRR9929276_2 - polyg	(1, 0.4994752801431738)	(2, 0.5082076808825701)	(3, 0.5083700602351621)	(4, 0.5084674878467174)	(5, 0.5085396564478694)	(6, 0.5086587346397703)	(7, 0.5087669875414983)	(8, 0.5089474090443784)	(9, 0.5091422642674889)	(10, 0.5095175409934795)	(12, 0.5100191127714861)	(14, 0.5102572691552878)	(16, 0.5103005703159791)	(18, 0.5103348504015263)	(20, 0.5103637178419871)	(22, 0.5103853684223327)	(24, 0.5104124316477647)	(26, 0.5104503201633696)	(28, 0.5104773833888014)	(30, 0.5105152719044064)	(32, 0.5105477477749247)	(34, 0.5105802236454432)	(36, 0.5106235248061344)	(38, 0.5106505880315664)	(40, 0.5107011060523728)	(42, 0.5107570367182657)	(44, 0.51082559688936)	(46, 0.5108833317702817)	(48, 0.5109428708662322)	(50, 0.510998801532125)	(52, 0.5110402984777874)	(54, 0.5110872080685362)	(56, 0.5111269007991699)	(58, 0.5111720061748899)	(60, 0.5112171115506099)	(62, 0.5112550000662146)	(64, 0.5112784548615892)	(66, 0.5113037138719922)	(68, 0.5113253644523379)	(70, 0.5113830993332595)	(72, 0.5114372257841235)	(74, 0.511496764880074)	(76, 0.5115599124060821)	(78, 0.5116104304268885)	(80, 0.5116447105124358)	(82, 0.5117060538234149)	(84, 0.5117710055644518)	(86, 0.5118377615205174)	(88, 0.511958643927447)	(90, 0.5120326167436279)
SRR9929277_2 - polya	(1, 0.0064958375591109225)	(2, 0.014557391238745944)	(3, 0.030831245883143035)	(4, 0.04838645245112002)	(5, 0.06648640489035157)	(6, 0.0848707215265273)	(7, 0.10558134285818634)	(8, 0.13036214088827563)	(9, 0.16114542172615098)	(10, 0.20001937787828816)	(12, 0.25397662772978497)	(14, 0.3094122287979254)	(16, 0.3630645580045061)	(18, 0.4112968370958371)	(20, 0.4592858648861676)	(22, 0.49992253645189266)	(24, 0.5344625081566272)	(26, 0.5657065960365386)	(28, 0.5956350712462504)	(30, 0.6240817691646565)	(32, 0.651058681053074)	(34, 0.6759165657630577)	(36, 0.6991676214565737)	(38, 0.7209197694854741)	(40, 0.7411541664391181)	(42, 0.7604138451514294)	(44, 0.7789917350060069)	(46, 0.7972253043570556)	(48, 0.8135008720387837)	(50, 0.8297730136458499)	(52, 0.8449573765477378)	(54, 0.860434668833225)	(56, 0.8749012690934285)	(58, 0.889054383522061)	(60, 0.9022995881652691)	(62, 0.9151079682890753)	(64, 0.9271420555392741)	(66, 0.9395632892262765)	(68, 0.9513900989594257)	(70, 0.9627800841731727)	(72, 0.9736338887023201)	(74, 0.9838829910536282)	(76, 0.993726103557492)	(78, 1.0029867833688195)	(80, 1.0144761247477638)	(82, 1.0238378737616196)	(84, 1.0325503816270305)	(86, 1.0405348486267711)	(88, 1.048450794133272)	(90, 1.053637871171507)
SRR9929277_2 - polyg	(1, 0.40577743081539003)	(2, 0.41459272092066024)	(3, 0.41473661605646334)	(4, 0.41480171147504097)	(5, 0.4148599547442946)	(6, 0.414952458760168)	(7, 0.41503468455205544)	(8, 0.41516487538921065)	(9, 0.4153464573462955)	(10, 0.41566336925252845)	(12, 0.4160950546599378)	(14, 0.4162920539530015)	(16, 0.416369140632896)	(18, 0.4164359490888046)	(20, 0.41648220109674133)	(22, 0.41653701829133294)	(24, 0.41661581800855846)	(26, 0.4166792003898051)	(28, 0.4167442958083827)	(30, 0.4168059651522983)	(32, 0.41688305183219276)	(34, 0.41697041673607327)	(36, 0.4171057466852214)	(38, 0.4173507110235528)	(40, 0.41766590989245483)	(42, 0.41813699515847685)	(44, 0.4186577585070976)	(46, 0.41910314821315475)	(48, 0.4194611730153315)	(50, 0.41990827575871964)	(52, 0.4202183355156287)	(54, 0.42058492550446036)	(56, 0.4209412372693061)	(58, 0.4213729226767154)	(60, 0.4218868338760121)	(62, 0.42239389292598495)	(64, 0.42271594394421086)	(66, 0.42315619453827513)	(68, 0.42362727980429715)	(70, 0.42391335703857236)	(72, 0.42411206936896706)	(74, 0.4243467554833126)	(76, 0.4246174153816089)	(78, 0.424756171405419)	(80, 0.4249703010717927)	(82, 0.4252769347540397)	(84, 0.4256932028254701)	(86, 0.42605636673963976)	(88, 0.4264726348110701)	(90, 0.42669361662676775)
SRR9929278_2 - polya	(1, 0.005104727339811012)	(2, 0.01232163071873474)	(3, 0.026994551745160997)	(4, 0.04268189694131549)	(5, 0.05936555158988164)	(6, 0.07622673046815023)	(7, 0.09509864296855872)	(8, 0.11731815522907038)	(9, 0.1453452458612762)	(10, 0.1807830673476931)	(12, 0.23103329318387386)	(14, 0.28073826602882573)	(16, 0.3291570939443007)	(18, 0.3731849143822378)	(20, 0.41681783398267347)	(22, 0.4534620956423743)	(24, 0.4850306135099707)	(26, 0.5135576703401139)	(28, 0.5396138797282763)	(30, 0.565345835676472)	(32, 0.5895217374071738)	(34, 0.6118354461977318)	(36, 0.6327144693768167)	(38, 0.6522982902677668)	(40, 0.6705253188317051)	(42, 0.6874408418619233)	(44, 0.7038563986942042)	(46, 0.7200400871448329)	(48, 0.7349557453833013)	(50, 0.7493207162153457)	(52, 0.7628451641639011)	(54, 0.7765018495488675)	(56, 0.7898650765133053)	(58, 0.803054402191504)	(60, 0.8150970662635635)	(62, 0.8264350678320082)	(64, 0.8370611610099115)	(66, 0.8481473680076557)	(68, 0.8588332397527036)	(70, 0.8687438015966022)	(72, 0.8787304452532303)	(74, 0.887999746104122)	(76, 0.8966477121510553)	(78, 0.9046109418834218)	(80, 0.9147280115047294)	(82, 0.9230843306028658)	(84, 0.9306816430454375)	(86, 0.9380072347282609)	(88, 0.9445683853403245)	(90, 0.949294515088219)
SRR9929278_2 - polyg	(1, 0.3550991806133687)	(2, 0.3626022965258943)	(3, 0.3627146077732571)	(4, 0.3627798207555967)	(5, 0.36286314845525297)	(6, 0.3629030008333495)	(7, 0.362989951476469)	(8, 0.36311675449768505)	(9, 0.363254426349291)	(10, 0.36351708975038133)	(12, 0.3638775726249812)	(14, 0.36404966243948866)	(16, 0.36408951481758517)	(18, 0.36411668689356)	(20, 0.36413842455433987)	(22, 0.36414748191299817)	(24, 0.36418914576282635)	(26, 0.3642380554995811)	(28, 0.36427790787767755)	(30, 0.3643159487840424)	(32, 0.36434493233174886)	(34, 0.3643793502946504)	(36, 0.3644137682575519)	(38, 0.36448622712681816)	(40, 0.3646166530914975)	(42, 0.36479780026466324)	(44, 0.3650224227593888)	(46, 0.36523255348026107)	(48, 0.36541732359689016)	(50, 0.36560571665698255)	(52, 0.36577780647149005)	(54, 0.3659517077577291)	(56, 0.36612379757223656)	(58, 0.36637740361466864)	(60, 0.3666672390917339)	(62, 0.3669135992472393)	(64, 0.36715271351581813)	(66, 0.36747153254058984)	(68, 0.36785556454770124)	(70, 0.3680167855318187)	(72, 0.3682033671201795)	(74, 0.3684080634258568)	(76, 0.36853848939053613)	(78, 0.3686417432792406)	(80, 0.3688011527916265)	(82, 0.3690094720407671)	(84, 0.36924677483761426)	(86, 0.3694786432192664)	(88, 0.36969601982706535)	(90, 0.3698807899436944)
SRR9929279_2 - polya	(1, 0.0052299184342644855)	(2, 0.012381696168594329)	(3, 0.026381228697130683)	(4, 0.04150636996826652)	(5, 0.05711650021531339)	(6, 0.07248413597440474)	(7, 0.08978810831642448)	(8, 0.11176462370248257)	(9, 0.1374509428221885)	(10, 0.17279541927188388)	(12, 0.22127079127833466)	(14, 0.270547842823325)	(16, 0.3181238136319109)	(18, 0.3629943422054707)	(20, 0.4058326221971347)	(22, 0.44224660791833537)	(24, 0.4743192184409892)	(26, 0.5043071002313687)	(28, 0.5315605852209961)	(30, 0.5580250582945891)	(32, 0.5829820842900706)	(34, 0.6058851457793617)	(36, 0.6270183594386491)	(38, 0.6485840819234692)	(40, 0.6679221125077426)	(42, 0.6857110738256734)	(44, 0.7028033159058216)	(46, 0.7195915350458464)	(48, 0.7349555514842219)	(50, 0.749944968228517)	(52, 0.7638377307959385)	(54, 0.7774463766871735)	(56, 0.7909211077119256)	(58, 0.8043686938313095)	(60, 0.8170236487139432)	(62, 0.8289764553777206)	(64, 0.8399864289950443)	(66, 0.8511176498563455)	(68, 0.8621330524547428)	(70, 0.8726670853979446)	(72, 0.8833078883022614)	(74, 0.89477389632977)	(76, 0.9041352693610676)	(78, 0.9127311560609832)	(80, 0.9213686649491301)	(82, 0.929665957689996)	(84, 0.9376936110375385)	(86, 0.944995590581572)	(88, 0.9520225017512083)	(90, 0.9570642155082536)
SRR9929279_2 - polyg	(1, 0.33159492533594714)	(2, 0.33882270880530785)	(3, 0.3389276691060647)	(4, 0.33898919755823254)	(5, 0.3390290100861058)	(6, 0.33907968057612636)	(7, 0.33912311242471543)	(8, 0.33921359544260926)	(9, 0.3393294137055134)	(10, 0.33955924057096376)	(12, 0.33988859875609734)	(14, 0.34002613294329603)	(16, 0.3400659454711693)	(18, 0.34010394833868474)	(20, 0.3401202352819056)	(22, 0.3401347125647687)	(24, 0.34014195120620017)	(26, 0.3401455705269159)	(28, 0.34015823814942103)	(30, 0.34016004780977893)	(32, 0.34017452509264196)	(34, 0.3401908120358628)	(36, 0.34021252796015733)	(38, 0.3402451018465992)	(40, 0.34028310471411455)	(42, 0.3403102496194827)	(44, 0.340335584864493)	(46, 0.34036453943021905)	(48, 0.3403898746752293)	(50, 0.34042063890131324)	(52, 0.340453212787755)	(54, 0.3404803576931231)	(56, 0.34051112191920707)	(58, 0.3405491247867225)	(60, 0.34057807935244855)	(62, 0.3406124628992482)	(64, 0.3406486561064057)	(66, 0.34067942033248966)	(68, 0.340702945917142)	(70, 0.3407264715017944)	(72, 0.3407717130107414)	(74, 0.3408006675764674)	(76, 0.34083143180255127)	(78, 0.3408567670475615)	(80, 0.34088934093400336)	(82, 0.34094725006545545)	(84, 0.34099973021583385)	(86, 0.3410504007058544)	(88, 0.34110469051659076)	(90, 0.34115717066696916)
SRR9929280_2 - polya	(1, 0.0061569995648679925)	(2, 0.014494019208343771)	(3, 0.032008923382758334)	(4, 0.05169761900698466)	(5, 0.07239535249616659)	(6, 0.09305571421257239)	(7, 0.11603935446989448)	(8, 0.14443878746535793)	(9, 0.1779207815583755)	(10, 0.22216273189652153)	(12, 0.2846374358778237)	(14, 0.34714172584590697)	(16, 0.40733519453066597)	(18, 0.4630253645959009)	(20, 0.5183013308462003)	(22, 0.5634853612897448)	(24, 0.6026322932727446)	(26, 0.6382787358723798)	(28, 0.6716532861186661)	(30, 0.7042601578658425)	(32, 0.7344082783957893)	(34, 0.7627345250028994)	(36, 0.7889227947757749)	(38, 0.8133686056429633)	(40, 0.8354553233536581)	(42, 0.856394416208686)	(44, 0.876841447388828)	(46, 0.8969054178980147)	(48, 0.9150867853536035)	(50, 0.9332619241803966)	(52, 0.9502240375491642)	(54, 0.9668934053645186)	(56, 0.9831361121073456)	(58, 0.999173274099904)	(60, 1.013748265482596)	(62, 1.0272348039831831)	(64, 1.0401498657917352)	(66, 1.0538154773702082)	(68, 1.0666916102487851)	(70, 1.0787829358990635)	(72, 1.0905815159959285)	(74, 1.1016840468248381)	(76, 1.1121933007609266)	(78, 1.1219317618835074)	(80, 1.133819099940716)	(82, 1.143923493005063)	(84, 1.1530328626192454)	(86, 1.1616470562441443)	(88, 1.1698112314385305)	(90, 1.1754699406997167)
SRR9929280_2 - polyg	(1, 0.4408187457808826)	(2, 0.44943605372017936)	(3, 0.4495699692392938)	(4, 0.44965717004243816)	(5, 0.44971634201600036)	(6, 0.4497848569327566)	(7, 0.44985648616391083)	(8, 0.4500090875694134)	(9, 0.450174146232508)	(10, 0.45052606375948323)	(12, 0.45094493904601574)	(14, 0.4511551552678815)	(16, 0.4512003128266526)	(18, 0.45125481332861783)	(20, 0.4512828421581999)	(22, 0.451306199516185)	(24, 0.4513466856033592)	(26, 0.4513778287473393)	(28, 0.4514152005201154)	(30, 0.45144945797849356)	(32, 0.4514665867076826)	(34, 0.45149461553726467)	(36, 0.45153665878163785)	(38, 0.45159115928360305)	(40, 0.4516659028291553)	(42, 0.45179981834826977)	(44, 0.4519399624961803)	(46, 0.45206764938649874)	(48, 0.4521813218620262)	(50, 0.45227007982236944)	(52, 0.4523541663111158)	(54, 0.45243980995706107)	(56, 0.45251143918821535)	(58, 0.4526048686201557)	(60, 0.45270296952369304)	(62, 0.4528119705276234)	(64, 0.4528960570163697)	(66, 0.4529926007627081)	(68, 0.45307980156585237)	(70, 0.45317167384059365)	(72, 0.4532837891589221)	(74, 0.4533741042764644)	(76, 0.4534690908656038)	(78, 0.453529819996365)	(80, 0.45362792089990234)	(82, 0.45374937916142477)	(84, 0.45388329468053923)	(86, 0.45402188167125074)	(88, 0.4541807117055493)	(90, 0.45433798458264885)
SRR9929281_2 - polya	(1, 0.003920955937298811)	(2, 0.00797504053212919)	(3, 0.01606736107208381)	(4, 0.024958453557227842)	(5, 0.03414116119696483)	(6, 0.04321609801870008)	(7, 0.05366352790498696)	(8, 0.0671697471845587)	(9, 0.0829613417517557)	(10, 0.1040764977552448)	(12, 0.1339401083965227)	(14, 0.16506051695949742)	(16, 0.19577836981993618)	(18, 0.2245167263320782)	(20, 0.25277328389315357)	(22, 0.27654467358739165)	(24, 0.29723508577875624)	(26, 0.3167083216726893)	(28, 0.3344429606938589)	(30, 0.3519002483451712)	(32, 0.368336882955408)	(34, 0.38372592182006904)	(36, 0.39821951197633326)	(38, 0.4119381031619673)	(40, 0.4247121148251154)	(42, 0.4370249307818148)	(44, 0.4485896904723845)	(46, 0.45989770203771474)	(48, 0.4705685978848582)	(50, 0.48109844074961705)	(52, 0.4907962295048035)	(54, 0.5004702452854308)	(56, 0.5099366437549078)	(58, 0.5191843308584398)	(60, 0.52791059738664)	(62, 0.5361518952338324)	(64, 0.5439462611593116)	(66, 0.5523365363137417)	(68, 0.5602053908928397)	(70, 0.5674973546226343)	(72, 0.5748400340314885)	(74, 0.582017887483399)	(76, 0.5885823981916818)	(78, 0.5945351510213076)	(80, 0.6010774736200017)	(82, 0.6072457680856311)	(84, 0.6128403414318983)	(86, 0.6183017861206338)	(88, 0.623439918355364)	(90, 0.6271215596821001)
SRR9929281_2 - polyg	(1, 0.23388486317337703)	(2, 0.23855070564686437)	(3, 0.23864262781516)	(4, 0.2386679856546898)	(5, 0.23870602241398453)	(6, 0.23873771971339683)	(7, 0.23878843539245648)	(8, 0.2388486602613398)	(9, 0.23892473377992926)	(10, 0.2390879748719025)	(12, 0.23932411975252396)	(14, 0.23942713597561388)	(16, 0.23945090895017307)	(18, 0.23947151219479107)	(20, 0.23948260624958537)	(22, 0.23950637922414456)	(24, 0.2395317370636744)	(26, 0.23954441598343928)	(28, 0.2395555100382336)	(30, 0.23958562247267529)	(32, 0.23960781058226385)	(34, 0.2396220743669994)	(36, 0.23965060193647042)	(38, 0.2396791295059415)	(40, 0.23971241167032437)	(42, 0.2397615424844134)	(44, 0.23981225816347307)	(46, 0.2398772376272682)	(48, 0.2399342927662103)	(50, 0.23997074466053442)	(52, 0.24001829060965285)	(54, 0.2400563273689476)	(56, 0.2401165522378309)	(58, 0.24017202251180242)	(60, 0.2402163987309796)	(62, 0.24024492630045063)	(64, 0.2402750387348923)	(66, 0.24033050900886382)	(68, 0.24036062144330544)	(70, 0.24039548847265896)	(72, 0.24042877063704188)	(74, 0.24046997712627782)	(76, 0.24052069280533747)	(78, 0.2405571446996616)	(80, 0.24062846362333923)	(82, 0.24067917930239885)	(84, 0.24072355552157604)	(86, 0.24077902579554755)	(88, 0.24082815660963658)	(90, 0.24088362688360807)
SRR9929282_2 - polya	(1, 0.004498033801202125)	(2, 0.009892292382343019)	(3, 0.02101900757479038)	(4, 0.03347145904548679)	(5, 0.04744241967162662)	(6, 0.06099063276005949)	(7, 0.07582738034342319)	(8, 0.09443841794343469)	(9, 0.11658024297837477)	(10, 0.14581577169603777)	(12, 0.18653312353782195)	(14, 0.2278051201490777)	(16, 0.26813861722662397)	(18, 0.30490581607607425)	(20, 0.3412993061021916)	(22, 0.3723272843797321)	(24, 0.3990821305461306)	(26, 0.42373845793535175)	(28, 0.44691516894259853)	(30, 0.4687661436715962)	(32, 0.4890816993436422)	(34, 0.508337004191119)	(36, 0.5263663411792459)	(38, 0.5436076767570868)	(40, 0.5588282791046884)	(42, 0.5737461942152917)	(44, 0.5879758763345083)	(46, 0.6019231630985364)	(48, 0.6148778386440288)	(50, 0.6274621873464898)	(52, 0.639199349983386)	(54, 0.6505239110234802)	(56, 0.6620598458324279)	(58, 0.6731037025074847)	(60, 0.6837518674872478)	(62, 0.6936509238301941)	(64, 0.7033098595717229)	(66, 0.7129400484806876)	(68, 0.7219394980633935)	(70, 0.7306937540742294)	(72, 0.7393499326563172)	(74, 0.7478184113316632)	(76, 0.7553010427490765)	(78, 0.7627447813930208)	(80, 0.7714381617584268)	(82, 0.7787618401016623)	(84, 0.785091216236211)	(86, 0.7912599483064311)	(88, 0.7971919417555353)	(90, 0.8014481639651689)
SRR9929282_2 - polyg	(1, 0.294976321910413)	(2, 0.30063437495508305)	(3, 0.3007324523838311)	(4, 0.3007798001080543)	(5, 0.3008068559504675)	(6, 0.3008677315958973)	(7, 0.30092522526102544)	(8, 0.3010131567488685)	(9, 0.30114843596093477)	(10, 0.3013378268578275)	(12, 0.3015864024099992)	(14, 0.3017132266713113)	(16, 0.3017521194447803)	(18, 0.30178932122809854)	(20, 0.3018163770705118)	(22, 0.3018315959818692)	(24, 0.30185865182428245)	(26, 0.30187894370609236)	(28, 0.30190261756820397)	(30, 0.3019262914303156)	(32, 0.3019601112333321)	(34, 0.3019770211348404)	(36, 0.3020074589575553)	(38, 0.3020531156916276)	(40, 0.3021156823272083)	(42, 0.3021900858938447)	(44, 0.3023202921354584)	(46, 0.30240145966269816)	(48, 0.30248939115054124)	(50, 0.30255872174672516)	(52, 0.302619597392155)	(54, 0.3026635631360765)	(56, 0.30273120274210963)	(58, 0.3028208252201035)	(60, 0.3029036837374941)	(62, 0.30298146928443215)	(64, 0.30304910889046527)	(66, 0.30311505750634754)	(68, 0.3031640962207216)	(70, 0.3032266628563022)	(72, 0.30328584751158116)	(74, 0.30334672315701094)	(76, 0.30340928979259163)	(78, 0.3035006032607363)	(80, 0.30359529870918267)	(82, 0.3036832301970257)	(84, 0.30381174544848866)	(86, 0.30396900753251566)	(88, 0.3041144326854868)	(90, 0.3042733857596646)
SRR9929283_1 - polya	(1, 0.008896766009043527)	(2, 0.009504414466973745)	(3, 0.01077255037917594)	(4, 0.012592193315695235)	(5, 0.014732172667536441)	(6, 0.01624799137509063)	(7, 0.021148808285788693)	(8, 0.023906343407374197)	(9, 0.028490126340021717)	(10, 0.03125426633614994)	(12, 0.033135004362189385)	(14, 0.035091698445470124)	(16, 0.03713260467917053)	(18, 0.040697585713603525)	(20, 0.044488783701124676)	(22, 0.04720338713818249)	(24, 0.04975782236757936)	(26, 0.051810287131729534)	(28, 0.0541269468775885)	(30, 0.05628508963442218)	(32, 0.05806840576095651)	(34, 0.05983851213840541)	(36, 0.06135763328323096)	(38, 0.06336881758148913)	(40, 0.06558475299057161)	(42, 0.06814414187587552)	(44, 0.07006781158644265)	(46, 0.07141850843042885)	(48, 0.07296570029206095)	(50, 0.07388542907213468)	(52, 0.07469452620361786)	(54, 0.07565388423094789)	(56, 0.07654554229421506)	(58, 0.07795568300908573)	(60, 0.07972413816789894)	(62, 0.08133077390041553)	(64, 0.08262202687351725)	(66, 0.08509720360840148)	(68, 0.08667741984274718)	(70, 0.08773585098821803)	(72, 0.08888840159592262)	(74, 0.08983124743689587)	(76, 0.09121992230950271)	(78, 0.0926118996193809)	(80, 0.09408643786104308)	(82, 0.09544043714230063)	(84, 0.09655005606547756)	(86, 0.09805761867985335)	(88, 0.10015301512853118)	(90, 0.10126923892625082)
