Gene_id,Condition_1,Condition_2,Condition_3,Condition_4,Condition_5,Condition_6
YHR104W,0.0,1.0,0.004940016466134901,0.0,1.0,0.0038732459452810977
YDR368W,0.0,1.0,0.0,0.0,1.0,0.0
YGR282C,0.0,1.0,0.0,0.0,1.0,0.0
YOL086C,1.0,1.0,0.0,1.0,1.0,0.0
YLR300W,0.0,1.0,0.0,0.0,0.0,0.0
YFR055W,1.0,0.0,0.0,1.0,0.0,0.0
YGL184C,0.0,1.0,0.0,0.0,1.0,0.0
YDR261C,0.0,0.0,1.0,0.0,0.0,1.0
YDL168W,0.0,1.0,0.0,0.0,0.0,0.0
YOR190W,0.0,0.0,1.0,0.0,0.0,1.0
YOL030W,1.0,1.0,0.0,1.0,1.0,0.0
YLR343W,0.0,0.0,1.0,0.0,0.0,1.0
YNL247W,1.0,0.0,1.0,1.0,0.0,1.0
YMR303C,0.0,1.0,1.0,0.0,1.0,1.0
YGR155W,1.0,1.0,0.00012159228372575696,1.0,8.797559351924028e-05,0.00012159228372575696
YGR032W,0.0,1.0,1.0,0.0,0.0,1.0
YOL132W,0.0,0.0,1.0,0.0,0.0,1.0
YGL256W,0.0,1.0,1.0,0.0,0.0,1.0
YBR145W,0.0,1.0,0.0,0.0,0.0,0.0
YCR034W,1.0,0.009358434884236932,1.0,1.0,0.009358434884236932,1.0
YMR215W,1.0,0.0,1.0,1.0,0.0,1.0
YMR307W,1.0,0.0,1.0,1.0,0.0,1.0
YLR342W,1.0,1.0,0.0,1.0,1.0,0.0
YMR306W,0.0,1.0,1.0,0.0,1.0,1.0
YBR068C,1.0,1.0,0.0,1.0,1.0,0.0
YMR083W,1.0,1.0,0.0,1.0,1.0,0.0
YMR318C,1.0,0.0,0.0,1.0,0.0,0.0
YBR036C,1.0,1.0,0.0,1.0,1.0,0.0
YDR046C,1.0,1.0,0.0,1.0,0.0,0.0
YBR069C,1.0,0.0,0.0,1.0,0.0,0.0
YMR170C,0.0,1.0,0.0,0.0,1.0,0.0
YMR169C,0.0,1.0,0.0,0.0,1.0,0.0
YPL061W,1.0,1.0,0.004573044194535019,1.0,1.0,0.004588410467454858
YLR245C,0.0,0.0,1.0,0.0,1.0,1.0
YNR012W,1.0,0.00014796965686826458,0.00015294807523018745,1.0,0.00014796965686826458,0.00015294807523018745
YIR029W,0.0,0.0,0.0,0.0,0.0,1.0
YHR123W,1.0,1.8181818181818073e-06,1.8181818181818073e-06,1.0,0.0,1.8181818181818073e-06
YNL130C,0.0,1.0,0.0,0.0,1.0,0.0
YPR159W,0.0,0.0,0.0,0.0,0.0,0.0
YGR143W,1.0,1.0,0.0,1.0,0.0,0.0
YGR247W,1.0,0.0,0.0,1.0,0.0,0.0
YHR043C,0.0,1.0,0.0,0.0,0.0,0.0
YHR044C,0.0,0.0,1.0,0.0,1.0,1.0
YIR027C,0.0,1.0,1.0,0.0,1.0,1.0
YIR028W,0.0,1.0,1.0,0.0,1.0,1.0
YJR152W,0.0,1.0,1.0,0.0,0.0,1.0
YLR201C,0.0,1.0,1.0,0.0,1.0,1.0
YOL096C,0.0,1.0,1.0,0.0,1.0,1.0
YGL119W,0.0,1.0,1.0,0.0,1.0,1.0
YDR204W,0.0,1.0,0.0,0.0,1.0,0.0
YDR503C,0.0,0.0,0.0,0.0,1.0,0.0
YDR284C,1.0,1.0,2.0931890190335528e-05,1.0,0.0,2.0931890190335528e-05
YBR029C,0.00013922488605245127,1.0,0.00013922488605245127,0.00013922488605245127,1.0,4.3135847552699145e-05
YDR487C,1.0,0.0,1.0,1.0,0.0,1.0
YNR057C,0.0,0.0,1.0,0.0,0.0,1.0
YHR144C,1.0,6.624344432599475e-06,6.624344432599475e-06,1.0,6.624344432599475e-06,6.624344432599475e-06
YBR249C,1.0,0.0,1.0,1.0,0.0,1.0
YBR208C,1.0,0.0,0.0,1.0,0.0,0.0
YNR058W,0.0,0.0,1.0,0.0,0.0,1.0
YDR035W,1.0,1.0,0.0,1.0,1.0,0.0
YML110C,0.0,1.0,0.0,0.0,1.0,0.0
YPL274W,0.0,1.0,0.0,1.0,0.0,0.0
YGR255C,0.0,1.0,0.0,0.0,1.0,0.0
YGL055W,1.0,1.0,1.0,1.0,0.0,1.0
YNL003C,0.0,0.0,0.0,0.0,0.0,0.0
YOR125C,1.0,0.0,0.0,1.0,1.0,1.0
YDR242W,0.0,1.0,1.0,0.0,1.0,1.0
YJL221C,0.0,0.0,0.0,0.0,1.0,1.0
YMR293C,0.0,1.0,1.0,0.0,0.0,1.0
YDR454C,1.0,8.006956198759335e-06,1.0,1.0,8.006956198759335e-06,1.0
YBR265W,1.0,1.0,0.0,1.0,0.0,0.0
YML035C,0.0,1.0,1.0,0.0,1.0,1.0
YJL070C,0.0,1.0,0.0,0.0,1.0,0.0
YJR025C,0.0,1.0,1.0,0.0,0.0,1.0
YJR016C,1.0,0.0,1.0,1.0,0.0,1.0
YBR284W,0.0,1.0,0.0,0.0,1.0,0.0
YDR354W,1.0,0.0,0.0,1.0,0.0,0.0
YER175C,0.0,1.0,1.0,0.0,0.0,1.0
YER090W,1.0,0.0,0.0,1.0,0.0,0.0
YGR087C,0.0,1.0,1.0,0.0,1.0,1.0
YFL053W,0.0,1.0,1.0,0.0,1.0,1.0
YKL211C,1.0,0.0,0.0,1.0,0.0,0.0
YML070W,6.658082276215169e-07,1.0,0.0,6.433914910352857e-07,1.0,0.0
YDR305C,1.0,0.0,0.0,1.0,1.0,0.0
YLR044C,1.0,0.0,0.0,1.0,0.0,0.0
YML086C,1.0,1.0,0.0,1.0,0.0,0.0
YBR149W,0.0,1.0,0.0,0.0,1.0,0.0
YPL111W,1.0,0.0008594424422721533,1.0,1.0,0.0009233989649137658,1.0
YLR134W,0.0,0.0,0.0,0.0,0.0,0.0
YHR018C,0.0,1.0,0.0,0.0,1.0,0.0
YOR236W,1.0,0.0,0.00010584550343392641,1.0,0.0,0.00010584550343392641
YOL058W,0.0,1.0,1.0,0.0,1.0,1.0
YDR380W,0.0,1.0,0.0,0.0,1.0,0.0
YDR341C,1.0,0.0,1.0,1.0,0.0,1.0
YHR091C,0.0,1.0,1.0,0.0,1.0,1.0
YDL080C,2.1078549564219717e-05,1.0,1.0,2.6178297990077e-05,1.0,1.0
YNL256W,1.0,0.0,0.0,1.0,0.0,0.0
YNL270C,0.0,0.0,1.0,0.0,0.0,1.0
YKL216W,1.0,0.0,1.0,1.0,0.0,1.0
YHR037W,1.0,1.0,9.852364070489366e-05,1.0,1.0,9.594097623741719e-05
YEL063C,1.0,1.0,0.0,1.0,1.0,0.0
YCR053W,1.0,0.0,0.0,1.0,0.0,0.0
YLR420W,1.0,0.0,0.0,1.0,0.0,0.0
YBR293W,0.0,1.0,1.0,0.0013114247961753783,1.0,1.0
YDR127W,1.0,1.0,1.0,1.0,0.0,1.0
YDL210W,0.0,1.0,1.0,0.0,1.0,1.0
YNR056C,0.0,1.0,1.0,0.0,1.0,1.0
YBR034C,1.0,1.0,0.0,1.0,1.0,0.0
YDR158W,1.0,0.0,0.0,1.0,0.0,0.0
YGL154C,1.0,0.0,1.0,0.0,0.0,1.0
YDR321W,1.0,7.301541990932422e-05,1.0,1.0,3.358040828134992e-05,1.0
YLR172C,1.0,0.0,1.0,1.0,0.0,1.0
YLR155C,1.0,0.0,0.0,1.0,0.0,0.0
YMR009W,0.0,1.0,1.0,0.0,1.0,1.0
YBR115C,1.0,1.0,1.0,1.0,0.0,1.0
YLR160C,1.0,0.0,0.0,1.0,0.0,0.0
YGR019W,0.0,1.0,0.0,0.0,1.0,0.0
YLR158C,1.0,0.0,0.0,1.0,0.0,0.0
YEL038W,0.0,1.0,0.0,0.0,1.0,0.0
YLR157C,1.0,0.0,0.0,1.0,0.0,0.0
YGR124W,1.0,0.0,0.0,1.0,0.0,0.0
YJL167W,1.0,0.00042506210109113766,0.00042506210109113766,1.0,0.00042506210109113766,0.00042506210109113766
YOR374W,0.0,1.0,0.0,0.0,1.0,0.0
YML096W,1.0,0.0,1.0,1.0,0.0,1.0
YPR145W,1.0,1.0,0.0,1.0,1.0,0.0
YER073W,1.0,0.0,1.0,1.0,0.0,1.0
YDL100C,0.0,1.0,0.0,0.0,1.0,0.0
YHR019C,1.0,0.0,1.0,1.0,0.0,1.0
YMR013C,0.0,0.0,1.0,0.0,0.0,1.0
YOR348C,0.0,1.0,1.0,0.0,1.0,1.0
YCR024C,0.0,1.0,1.0,0.0,1.0,1.0
YDR508C,1.0,1.0,0.0,1.0,1.0,0.0
YPL028W,1.0,0.000270494064330724,0.000270494064330724,1.0,0.000270494064330724,0.000270494064330724
YJR001W,1.0,0.0,0.0,1.0,0.0,0.0
YNL101W,0.0,1.0,1.0,0.0,0.0,1.0
YIL160C,0.0,0.0,0.0,0.0,0.0,0.0
YKL146W,0.0006201336523818827,1.0,0.0,0.0,1.0,0.0
YNR016C,1.0,0.004310639450801019,1.0,1.0,0.004310639450800976,1.0
YJL130C,1.0,0.0,0.0,1.0,0.0,1.0
YMR207C,1.0,1.0,1.0,1.0,0.0,1.0
YPR021C,0.04267841611555618,0.04267841611555618,1.0,0.04267841611555618,0.04117442492601571,1.0
YFL017C,1.0,0.0,1.0,1.0,0.0,1.0
YER052C,0.0,1.0,0.0,0.0,0.0,0.0
YLR027C,0.0006857161900545064,1.0,0.00017246366999351087,0.0006516322175327265,1.0,0.0
YEL058W,0.0,1.0,0.0,0.0,1.0,0.0
YER069W,0.0,1.0,1.0,0.0,1.0,1.0
YKL106W,1.0,0.01351011310993276,0.01351011310993276,1.0,0.012871658570282066,0.01351011310993276
