Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929276_2 - polya	(1, 0.00726991132171449)	(2, 0.017120159357027202)	(3, 0.039326044601851726)	(4, 0.06413011121251236)	(5, 0.08956230958194655)	(6, 0.11474825175049792)	(7, 0.1451341255811691)	(8, 0.18013462648055742)	(9, 0.2225763473631439)	(10, 0.2772309482373392)	(12, 0.35131302200292014)	(14, 0.42731518034929766)	(16, 0.5018469393512734)	(18, 0.5716391587188667)	(20, 0.6418899856489737)	(22, 0.7006399342117637)	(24, 0.7586832345459333)	(26, 0.8061375182421419)	(28, 0.8489057962606816)	(30, 0.8898414284943907)	(32, 0.9297563466200927)	(34, 0.9699228743423487)	(36, 1.0045789734535457)	(38, 1.0374934345063254)	(40, 1.067208349412852)	(42, 1.0951459369564853)	(44, 1.1235242874103943)	(46, 1.1512370323358305)	(48, 1.176371225012892)	(50, 1.2006131850780593)	(52, 1.2236988116782115)	(54, 1.2463347530419688)	(56, 1.2684282169776948)	(58, 1.2909321079148919)	(60, 1.312914935006743)	(62, 1.3344516457926467)	(64, 1.3593556424558395)	(66, 1.3899128249479946)	(68, 1.4204682229749255)	(70, 1.4508576657360441)	(72, 1.4716306254061666)	(74, 1.4890059632901955)	(76, 1.5041846244837407)	(78, 1.5186869733574704)	(80, 1.5357999948536023)	(82, 1.550661021237313)	(84, 1.5642015433554206)	(86, 1.5772013725107201)	(88, 1.5899549454651367)	(90, 1.598973632706164)
SRR9929276_2 - polyg	(1, 1.4069937260700982)	(2, 1.419577774828255)	(3, 1.41992396108167)	(4, 1.420134527978077)	(5, 1.4202737162655326)	(6, 1.420473576370597)	(7, 1.4206948500583467)	(8, 1.4211837935296647)	(9, 1.4226256414304859)	(10, 1.425714550732864)	(12, 1.432902376654284)	(14, 1.4357254006383173)	(16, 1.4360644490308374)	(18, 1.4361911460617263)	(20, 1.4362910761142584)	(22, 1.4363785149102242)	(24, 1.4364266954712663)	(26, 1.4364873672888752)	(28, 1.4365623148282742)	(30, 1.4366640293460302)	(32, 1.4367532526072198)	(34, 1.4368317690770664)	(36, 1.4369031476860181)	(38, 1.436970957364522)	(40, 1.4370762408127256)	(42, 1.4371833087261527)	(44, 1.4373528329224126)	(46, 1.4374741765576302)	(48, 1.437586597866729)	(50, 1.4376972347106038)	(52, 1.437804302624031)	(54, 1.4379506287723818)	(56, 1.4381611956687887)	(58, 1.438437787778476)	(60, 1.4385680537398127)	(62, 1.4386447857444356)	(64, 1.4386965352359253)	(66, 1.438766129379653)	(68, 1.4388160944059192)	(70, 1.4388999642714373)	(72, 1.4390213079066547)	(74, 1.4391658495897817)	(76, 1.4394121057906646)	(78, 1.4398582220966119)	(80, 1.4407593770346248)	(82, 1.4425277820713993)	(84, 1.4452116177679772)	(86, 1.4483808280054258)	(88, 1.4525100805332725)	(90, 1.4562057080117385)
SRR9929277_1 - illumina_universal_adapter	(1, 1.0211970205964206e-05)	(2, 1.0211970205964206e-05)	(3, 3.4039900686547355e-05)	(4, 3.4039900686547355e-05)	(5, 4.084788082385682e-05)	(6, 7.829177157905892e-05)	(7, 8.169576164771364e-05)	(8, 0.0001055236921282968)	(9, 0.00011913965240291573)	(10, 0.00015658354315811784)	(12, 0.000199133419016302)	(14, 0.0002621072352864146)	(16, 0.0003301870366595093)	(18, 0.0003727369125176935)	(20, 0.000444220703959443)	(22, 0.0006569700832503638)	(24, 0.0007744077406189522)	(26, 0.0010126870454247837)	(28, 0.0015760474017871423)	(30, 0.0023861970381269695)	(32, 0.0035435536614695793)	(34, 0.004995355425750824)	(36, 0.006567998837469311)	(38, 0.009052911587587267)	(40, 0.01311216974445804)	(42, 0.019007880543368043)	(44, 0.026668560192875522)	(46, 0.036339295977923625)	(48, 0.050309271219682664)	(50, 0.07083362933863639)	(52, 0.09992242647032543)	(54, 0.13295815008661963)	(56, 0.1705194784991903)	(58, 0.2225596786687839)	(60, 0.28773417451828176)	(62, 0.3719046369459074)	(64, 0.4714185846079943)	(66, 0.5861058180011096)	(68, 0.7247945853683095)	(70, 0.8892124116694362)	(72, 1.083581946584656)	(74, 1.3165901727691756)	(76, 1.5836161737047962)	(78, 1.8929793011193103)	(80, 2.2438830213366523)	(82, 2.6605705516257814)	(84, 3.16969343222923)	(86, 3.73999622633661)	(88, 4.398615542775238)	(90, 4.929467793981943)
SRR9929277_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005956982620145786)	(4, 0.0008067456462711723)	(5, 0.000874825447644267)	(6, 0.0009088653483308143)	(7, 0.0009429052490173617)	(8, 0.0009803491397725637)	(9, 0.0009837531298412185)	(10, 0.0010109850503904564)	(12, 0.0010501309361799858)	(14, 0.0010773628567292237)	(16, 0.0011045947772784616)	(18, 0.0011182107375530804)	(20, 0.0011369326829306816)	(22, 0.0011607606134112648)	(24, 0.0011692705885829016)	(26, 0.001181184553823193)	(28, 0.001194800514097812)	(30, 0.0012254364247157048)	(32, 0.001240754380024651)	(34, 0.0012901122360201448)	(36, 0.0013411720870499656)	(38, 0.0013752119877365131)	(40, 0.0014569077493842267)	(42, 0.001550517476272232)	(44, 0.0016611471535035109)	(46, 0.0018058167314213371)	(48, 0.0018858104980347232)	(50, 0.0020032481554033118)	(52, 0.0022415274602091435)	(54, 0.0025070386855642127)	(56, 0.0027351060201640798)	(58, 0.0029921072703475125)	(60, 0.003283148421217492)	(62, 0.0036456733635292214)	(64, 0.004032026236321534)	(66, 0.00450007487076156)	(68, 0.013605748304412977)	(70, 0.21732604393822724)	(72, 0.236888774862786)	(74, 0.23965962277867098)	(76, 0.24108419262240297)	(78, 0.2421377275486516)	(80, 0.24324402432096442)	(82, 0.2446856141150397)	(84, 0.2464659009209461)	(86, 0.24849297700682998)	(88, 0.24993456680090528)	(90, 0.25059834486429294)
SRR9929277_2 - illumina_universal_adapter	(1, 3.403990068654735e-06)	(2, 3.403990068654735e-06)	(3, 1.361596027461894e-05)	(4, 1.361596027461894e-05)	(5, 2.042394041192841e-05)	(6, 4.4251870892511556e-05)	(7, 4.7655860961166296e-05)	(8, 7.148379144174944e-05)	(9, 8.509975171636839e-05)	(10, 0.00011913965240291573)	(12, 0.00016679551336408203)	(14, 0.00023147132466852201)	(16, 0.0002995511260416167)	(18, 0.00034890898203711036)	(20, 0.0004272007536161693)	(22, 0.0006467581130443997)	(24, 0.0007812157207562618)	(26, 0.001036514975905367)	(28, 0.0016117892975080171)	(30, 0.0024321509040538085)	(32, 0.003598017502568055)	(34, 0.005066839217192574)	(36, 0.0066854364948379)	(38, 0.009204389145642405)	(40, 0.013289177228028085)	(42, 0.01918999401204107)	(44, 0.02683875969630826)	(46, 0.03649247553101309)	(48, 0.0504301128671199)	(50, 0.07085575527408264)	(52, 0.09980498881295684)	(54, 0.13275731467256902)	(56, 0.16997484008820557)	(58, 0.22174272105230675)	(60, 0.2865597979445959)	(62, 0.37034390749942925)	(64, 0.46971318558359826)	(66, 0.5839647082479258)	(68, 0.7224390242408005)	(70, 0.8863292320812857)	(72, 1.0804128318307384)	(74, 1.31308746698853)	(76, 1.579201198585751)	(78, 1.8876673746171746)	(80, 2.237064829229137)	(82, 2.651454666221924)	(84, 3.1572824844389147)	(86, 3.7231481774918036)	(88, 4.376979781898868)	(90, 4.9039310604868955)
SRR9929277_2 - polya	(1, 0.0067671322564856135)	(2, 0.014974152312012181)	(3, 0.03154137197615478)	(4, 0.04967783106194721)	(5, 0.06845424028064673)	(6, 0.08771742007916387)	(7, 0.11010886675077472)	(8, 0.13650340574312353)	(9, 0.16835113682545724)	(10, 0.20919220966917676)	(12, 0.2648865931774712)	(14, 0.32272038444391515)	(16, 0.3785679475052991)	(18, 0.42948823494230526)	(20, 0.4807404114110053)	(22, 0.5244255179570858)	(24, 0.5679931868457977)	(26, 0.6028364291885476)	(28, 0.6351215729947035)	(30, 0.6661336245151825)	(32, 0.6965023219126857)	(34, 0.7243010068083546)	(36, 0.7498428462885054)	(38, 0.7738528902377616)	(40, 0.7962545488795784)	(42, 0.8179856214778702)	(44, 0.8395362826025233)	(46, 0.8606120871125991)	(48, 0.8790634152797421)	(50, 0.8975538893326747)	(52, 0.9147151052637975)	(54, 0.9323205418988798)	(56, 0.9490324311409402)	(58, 0.9656694326014903)	(60, 0.9813788467683319)	(62, 0.9971052808855168)	(64, 1.014799221262384)	(66, 1.0361967028339478)	(68, 1.056001117053381)	(70, 1.0736184676537035)	(72, 1.0875322770593296)	(74, 1.1004827572755267)	(76, 1.1127745654134389)	(78, 1.1244281254134783)	(80, 1.1382006692312554)	(82, 1.150066978610586)	(84, 1.1612763179066659)	(86, 1.1720601584441641)	(88, 1.1827571972349116)	(90, 1.1900723718924506)
SRR9929277_2 - polyg	(1, 0.940624575671363)	(2, 0.9532908227168273)	(3, 0.9535086780812212)	(4, 0.953627817733624)	(5, 0.9537401494058897)	(6, 0.9538729050185673)	(7, 0.9540362965418626)	(8, 0.9543426556480415)	(9, 0.9550370696220472)	(10, 0.9562420821063509)	(12, 0.9590333539626479)	(14, 0.9603421881440455)	(16, 0.9605532355283022)	(18, 0.9606757791707736)	(20, 0.960796620818211)	(22, 0.9609004425153049)	(24, 0.9610383041130854)	(26, 0.961145529800248)	(28, 0.9612476495023077)	(30, 0.9613310472589898)	(32, 0.9614484849163583)	(34, 0.9615710285588299)	(36, 0.961737824072194)	(38, 0.9620203552478923)	(40, 0.9623811781951697)	(42, 0.9628968826905708)	(44, 0.9634789649923109)	(46, 0.963989563502609)	(48, 0.9644184662512596)	(50, 0.9649171507963176)	(52, 0.9653273315995904)	(54, 0.9658158041744423)	(56, 0.9662668328585391)	(58, 0.9667978553092493)	(60, 0.9673475997053369)	(62, 0.9678888341262532)	(64, 0.9682513590685649)	(66, 0.9687330236632795)	(68, 0.9692283042182688)	(70, 0.969526153349276)	(72, 0.96974400871367)	(74, 0.9700367518595743)	(76, 0.9703873628366457)	(78, 0.9708383915207424)	(80, 0.9716621571173569)	(82, 0.9728926995271756)	(84, 0.9744296010431732)	(86, 0.975920548693244)	(88, 0.9778148691664503)	(90, 0.979242843000251)
SRR9929278_1 - illumina_universal_adapter	(1, 0.0)	(2, 3.60202468366659e-06)	(3, 1.0806074050999771e-05)	(4, 1.440809873466636e-05)	(5, 1.440809873466636e-05)	(6, 2.5214172785666132e-05)	(7, 2.5214172785666132e-05)	(8, 3.241822215299931e-05)	(9, 3.241822215299931e-05)	(10, 4.3224296203999084e-05)	(12, 4.862733322949897e-05)	(14, 8.644859240799817e-05)	(16, 0.000140478962662997)	(18, 0.0001819022465251628)	(20, 0.00025214172785666133)	(22, 0.0003403913326064928)	(24, 0.00039081967817782503)	(26, 0.0005204925667898223)	(28, 0.0008500778253453153)	(30, 0.0013381521699821382)	(32, 0.002110786464628622)	(34, 0.003074328067509435)	(36, 0.004225174953940911)	(38, 0.006168467270779036)	(40, 0.009077102202839808)	(42, 0.013837177822305206)	(44, 0.020047068376946406)	(46, 0.028259684655706233)	(48, 0.040668659690937636)	(50, 0.059728773304559404)	(52, 0.08680339183933933)	(54, 0.11804735394546333)	(56, 0.15466553687961787)	(58, 0.20451035445219617)	(60, 0.26924053903002665)	(62, 0.353947552503472)	(64, 0.45366240182141426)	(66, 0.5694386792038257)	(68, 0.7119437807513853)	(70, 0.8848661797401672)	(72, 1.092686794876653)	(74, 1.3447708903383757)	(76, 1.6363637935428952)	(78, 1.9730144235154006)	(80, 2.3580744642240425)	(82, 2.815609042580398)	(84, 3.3705459704077825)	(86, 4.008061115120565)	(88, 4.754766235081675)	(90, 5.355230953898262)
SRR9929278_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001837032588669961)	(4, 0.0002845599500096606)	(5, 0.0003061720981116602)	(6, 0.00031337614747899335)	(7, 0.0003277842462136597)	(8, 0.0003674065177339922)	(9, 0.0003710085424176588)	(10, 0.0003764115794431587)	(12, 0.0003980237275451582)	(14, 0.00041423283862165785)	(16, 0.0004376459990654907)	(18, 0.000439447011407324)	(20, 0.0004520540978001571)	(22, 0.0004538551101419904)	(24, 0.0004556561224838237)	(26, 0.00045745713482565697)	(28, 0.00045925814716749026)	(30, 0.00046105915950932355)	(32, 0.0004736662459021566)	(34, 0.0004916763693204896)	(36, 0.0005042834557133227)	(38, 0.0005240945914734888)	(40, 0.0005475077519173217)	(42, 0.0005835279987539876)	(44, 0.0006411603936926531)	(46, 0.0006969917762894853)	(48, 0.0007438180971771509)	(50, 0.0008140575785086494)	(52, 0.0009365264177533135)	(54, 0.0010824084174418103)	(56, 0.0012228873801048074)	(58, 0.0013633663427678043)	(60, 0.0015038453054308015)	(62, 0.0016443242680937984)	(64, 0.0018136194282261282)	(66, 0.0020405469832971233)	(68, 0.009878552694955625)	(70, 0.19342152146352856)	(72, 0.21100120293216335)	(74, 0.21324526431008764)	(76, 0.21419619882657565)	(78, 0.21490219566457427)	(80, 0.2154875246756701)	(82, 0.2162565569456329)	(84, 0.21720388943743724)	(86, 0.21834393024981769)	(88, 0.21923543135902518)	(90, 0.21967307735809066)
SRR9929278_2 - illumina_universal_adapter	(1, 0.0)	(2, 3.60202468366659e-06)	(3, 1.0806074050999771e-05)	(4, 1.440809873466636e-05)	(5, 1.440809873466636e-05)	(6, 1.440809873466636e-05)	(7, 1.440809873466636e-05)	(8, 2.1612148101999542e-05)	(9, 2.1612148101999542e-05)	(10, 2.881619746933272e-05)	(12, 3.6020246836665905e-05)	(14, 7.204049367333181e-05)	(16, 0.00012607086392833067)	(18, 0.00016569313544866315)	(20, 0.00025214172785666133)	(22, 0.00034759538197382596)	(24, 0.00039802372754515824)	(26, 0.0005330996531826553)	(28, 0.0008698889611054815)	(30, 0.0013453562193494716)	(32, 0.0021071844399449553)	(34, 0.0030671240181421016)	(36, 0.004232379003308244)	(38, 0.006164865246095369)	(40, 0.009046484993028642)	(42, 0.013786749476733874)	(44, 0.01995521674751291)	(46, 0.028176838087981902)	(48, 0.040520976678907306)	(50, 0.05945141740391707)	(52, 0.08643598532160533)	(54, 0.11761691199576517)	(56, 0.15402977952295072)	(58, 0.20350178754076953)	(60, 0.26779972915656)	(62, 0.3519682399397972)	(64, 0.4511914128884189)	(66, 0.5665282432594232)	(68, 0.7084336076971521)	(70, 0.8807814837488893)	(72, 1.0880563921457997)	(74, 1.3392291753625547)	(76, 1.6290138621758736)	(78, 1.9640561881271217)	(80, 2.3467857188654313)	(82, 2.8010082355251558)	(84, 3.351891084571073)	(86, 3.984613735442237)	(88, 4.725370111638272)	(90, 5.320122019306564)
SRR9929278_2 - polya	(1, 0.005421047148918218)	(2, 0.012743963330812397)	(3, 0.027699569817396078)	(4, 0.04384024242490607)	(5, 0.06117678722739337)	(6, 0.078725851486217)	(7, 0.09893681198627023)	(8, 0.12254448176302107)	(9, 0.1515768007133738)	(10, 0.18881633290546085)	(12, 0.24061704988127006)	(14, 0.2923619354744824)	(16, 0.3428100921815749)	(18, 0.3889610334410531)	(20, 0.43543075388503577)	(22, 0.47414891720976793)	(24, 0.5098683949853478)	(26, 0.5405414361791105)	(28, 0.5683976940702461)	(30, 0.5960306264309944)	(32, 0.6226513898556323)	(34, 0.6498844974764935)	(36, 0.6754300565330571)	(38, 0.6977662115964736)	(40, 0.718513873774393)	(42, 0.737723471412387)	(44, 0.7572014198893141)	(46, 0.7761660798488187)	(48, 0.7931658353433833)	(50, 0.8095766598021682)	(52, 0.824908677868195)	(54, 0.8407053571184149)	(56, 0.8561760531347629)	(58, 0.8718142432989013)	(60, 0.8860332357376752)	(62, 0.8999226429178936)	(64, 0.9155230118228536)	(66, 0.9344246363503941)	(68, 0.9531335525573583)	(70, 0.9696308256085513)	(72, 0.9826233286425367)	(74, 0.9942344552103359)	(76, 1.005253048717672)	(78, 1.0154161613626373)	(80, 1.0276936624969149)	(82, 1.0384276960542413)	(84, 1.0484485287242018)	(86, 1.0583703057153615)	(88, 1.0672835157950944)	(90, 1.0738824250155716)
SRR9929278_2 - polyg	(1, 0.8378525535689509)	(2, 0.8487883005085627)	(3, 0.848979207816797)	(4, 0.8490944726066744)	(5, 0.8491989313225007)	(6, 0.849281777890225)	(7, 0.8494294609022554)	(8, 0.8497284289509996)	(9, 0.850329967073172)	(10, 0.8514664058608687)	(12, 0.8542687810647613)	(14, 0.8555925251360088)	(16, 0.8557600192837993)	(18, 0.8558266567404471)	(20, 0.855882488123044)	(22, 0.8559239114069062)	(24, 0.8560067579746304)	(26, 0.8560860025176711)	(28, 0.8561454359249516)	(30, 0.856228282492676)	(32, 0.8563057260233748)	(34, 0.8563705624676808)	(36, 0.8564299958749613)	(38, 0.856520046492053)	(40, 0.8566839386151598)	(42, 0.8569234732566237)	(44, 0.857211635231317)	(46, 0.8575196083417704)	(48, 0.8577609439955761)	(50, 0.8579878715506472)	(52, 0.8581985899946416)	(54, 0.8584399256484473)	(56, 0.8586920673763039)	(58, 0.8589766273263135)	(60, 0.8593062125848692)	(62, 0.8595655583620931)	(64, 0.8598429142627355)	(66, 0.8601905096447093)	(68, 0.8605921353969381)	(70, 0.8607884457421979)	(72, 0.8610027662108761)	(74, 0.8612567089510745)	(76, 0.8614206010741814)	(78, 0.8616421255922269)	(80, 0.8620905776653434)	(82, 0.8628884261327756)	(84, 0.8638807839331257)	(86, 0.8649073609679707)	(88, 0.8661122382246571)	(90, 0.8672126567655173)
SRR9929279_1 - illumina_universal_adapter	(1, 1.0814201598850869e-05)	(2, 1.4418935465134491e-05)	(3, 1.8023669331418114e-05)	(4, 4.6861540261687097e-05)	(5, 5.046627412797072e-05)	(6, 9.011834665709057e-05)	(7, 9.372308052337419e-05)	(8, 0.00012977041918621043)	(9, 0.0001586082901164794)	(10, 0.0001892485279798902)	(12, 0.00024151716904100272)	(14, 0.00030460001170096613)	(16, 0.00034064735036380234)	(18, 0.00038750889062548943)	(20, 0.00045059173328545284)	(22, 0.0005515242815413942)	(24, 0.0005839668863379468)	(26, 0.0006380378943322012)	(28, 0.0007443775433875681)	(30, 0.0009282189705680329)	(32, 0.0011787479742747446)	(34, 0.0015157905907722635)	(36, 0.002121385880307912)	(38, 0.0030712332540736467)	(40, 0.004718596630965262)	(42, 0.0073104002808231875)	(44, 0.010651988574868106)	(46, 0.015460703552490459)	(48, 0.022689997321322264)	(50, 0.03392775514946146)	(52, 0.049262293016631986)	(54, 0.06787533633518747)	(56, 0.08963531231900856)	(58, 0.11892918208336242)	(60, 0.1587506771041976)	(62, 0.20938276899001737)	(64, 0.2706866754869698)	(66, 0.3437005599485446)	(68, 0.4334854687230039)	(70, 0.5444950505021412)	(72, 0.6860817873020293)	(74, 0.8633571917450585)	(76, 1.0727471702028084)	(78, 1.3169624825427244)	(80, 1.602502463925716)	(82, 1.9472826416672127)	(84, 2.36420255590771)	(86, 2.8540750741340553)	(88, 3.426869087853456)	(90, 3.8983069970876274)
SRR9929279_2 - illumina_universal_adapter	(1, 1.0814201598850869e-05)	(2, 1.4418935465134491e-05)	(3, 2.1628403197701738e-05)	(4, 5.4071007994254345e-05)	(5, 5.4071007994254345e-05)	(6, 9.011834665709057e-05)	(7, 9.372308052337419e-05)	(8, 0.00012977041918621043)	(9, 0.00015139882238391215)	(10, 0.00017663195944789752)	(12, 0.00022709823357586824)	(14, 0.000286576342369548)	(16, 0.00032622841489866785)	(18, 0.0003911136244917731)	(20, 0.0004541964671517365)	(22, 0.0005551290154076779)	(24, 0.0005947810879367978)	(26, 0.0006506544628641939)	(28, 0.0007587964788527027)	(30, 0.0009480450068325929)	(32, 0.0012021787444055883)	(34, 0.0015428260947693906)	(36, 0.002157433218970748)	(38, 0.003116292427402192)	(40, 0.004747434501895531)	(42, 0.007359064188018016)	(44, 0.01070605958286236)	(46, 0.015509367459685288)	(48, 0.022709823357586825)	(50, 0.03391513858092947)	(52, 0.049228048044902294)	(54, 0.06779783455706238)	(56, 0.08950914663368864)	(58, 0.11876336432551338)	(60, 0.15845508892716234)	(62, 0.2090943902807147)	(64, 0.2702775381931466)	(66, 0.3432571776829917)	(68, 0.4330240627881196)	(70, 0.544008411430193)	(72, 0.6855284606535548)	(74, 0.8627065372821943)	(76, 1.0720622707682146)	(78, 1.3162992115113283)	(80, 1.6014516840036943)	(82, 1.94570376823378)	(84, 2.3618937238663555)	(86, 2.850904710698659)	(88, 3.4223199137142064)	(90, 3.892723264328754)
SRR9929279_2 - polya	(1, 0.005399891331692867)	(2, 0.012685058475452069)	(3, 0.02688410517474326)	(4, 0.04235922766269885)	(5, 0.05840029336766098)	(6, 0.07436926439529742)	(7, 0.09242898106537838)	(8, 0.11532264585014566)	(9, 0.14177418296093489)	(10, 0.1783369985666497)	(12, 0.22799581230857285)	(14, 0.27863331129519203)	(16, 0.3275062930542654)	(18, 0.37395689365519613)	(20, 0.4188628657944244)	(22, 0.45700095009970515)	(24, 0.4925237999849971)	(26, 0.5244509278386711)	(28, 0.5534185691881264)	(30, 0.581822069687508)	(32, 0.6090666482488798)	(34, 0.6343682752563244)	(36, 0.6578729424314269)	(38, 0.6815848818038406)	(40, 0.7028906613205099)	(42, 0.722592334266683)	(44, 0.7419948143019546)	(46, 0.7608097227170221)	(48, 0.7782169825573055)	(50, 0.795227721672298)	(52, 0.8110398867767512)	(54, 0.8265997205105644)	(56, 0.8420838548331857)	(58, 0.8579969524858948)	(60, 0.8728178157771198)	(62, 0.8870997713553357)	(64, 0.9013925411351502)	(66, 0.9171848802033387)	(68, 0.9329898358400592)	(70, 0.9475872056315748)	(72, 0.9608688475618968)	(74, 0.9745812551892397)	(76, 0.9861740793032079)	(78, 0.9968170560434102)	(80, 1.0077862611985113)	(82, 1.0185085420837718)	(84, 1.029084831247448)	(86, 1.0388879049968063)	(88, 1.0483196911579373)	(90, 1.0553507245641236)
SRR9929279_2 - polyg	(1, 0.6738761584307931)	(2, 0.6839982511273174)	(3, 0.6841460452158351)	(4, 0.6842145351592944)	(5, 0.6842758156350213)	(6, 0.6843551197800795)	(7, 0.6844596570622017)	(8, 0.6846507079571148)	(9, 0.6850832760210688)	(10, 0.6858763174716511)	(12, 0.6875308903162753)	(14, 0.6882356157871339)	(16, 0.6883347459684566)	(18, 0.6884104453796486)	(20, 0.6884555045529771)	(22, 0.6885131802948377)	(24, 0.6885528323673669)	(26, 0.6885708560366982)	(28, 0.6885996939076284)	(30, 0.6886375436132244)	(32, 0.6886789980526867)	(34, 0.688707835923617)	(36, 0.6887402785284136)	(38, 0.6887799306009427)	(40, 0.6888502229113351)	(42, 0.6888970844515969)	(44, 0.6889619696611899)	(46, 0.6890250525038499)	(48, 0.6890574951086466)	(50, 0.6891043566489081)	(52, 0.6891566252899692)	(54, 0.6892088939310304)	(56, 0.6892629649390247)	(58, 0.6893386643502166)	(60, 0.6894035495598096)	(62, 0.6894486087331383)	(64, 0.6894972726403331)	(66, 0.6895351223459291)	(68, 0.6895639602168593)	(70, 0.6895964028216559)	(72, 0.6896612880312489)	(74, 0.6897081495715107)	(76, 0.6897622205795049)	(78, 0.6898559436600283)	(80, 0.6900614134904064)	(82, 0.6904128750423691)	(84, 0.6908706762433872)	(86, 0.6914636549643909)	(88, 0.6921665780683162)	(90, 0.6928622917045089)
SRR9929280_1 - illumina_universal_adapter	(1, 9.268519482845036e-06)	(2, 9.268519482845036e-06)	(3, 2.7805558448535108e-05)	(4, 5.252161040278854e-05)	(5, 6.796914287419693e-05)	(6, 0.0001019537143112954)	(7, 0.00010813272729985875)	(8, 0.00012666976626554883)	(9, 0.00013593828574839386)	(10, 0.000163743844196929)	(12, 0.00018691514290404158)	(14, 0.00022707872732970338)	(16, 0.0002703318182496469)	(18, 0.000298137376698182)	(20, 0.0003475694806066888)	(22, 0.00044797844167084337)	(24, 0.0005190370910393221)	(26, 0.0007044074806962228)	(28, 0.0010504322080557708)	(30, 0.0015154029354451635)	(32, 0.0021317594810543582)	(34, 0.0029149493773547638)	(36, 0.0039051362087720418)	(38, 0.005551843170224177)	(40, 0.008258250859214927)	(42, 0.01260518649666925)	(44, 0.01849842013451155)	(46, 0.02618356753903723)	(48, 0.037827917515984875)	(50, 0.0559092542737684)	(52, 0.08132507944897663)	(54, 0.11255999010616441)	(56, 0.1491289337257295)	(58, 0.19931796672533536)	(60, 0.26456525437807016)	(62, 0.3487172322693145)	(64, 0.4478687641902964)	(66, 0.5640002238038504)	(68, 0.7019327859943032)	(70, 0.8683336057763144)	(72, 1.0655985954361995)	(74, 1.2982415239621043)	(76, 1.5633798817948636)	(78, 1.8655397959486004)	(80, 2.20680359380046)	(82, 2.6059925489136075)	(84, 3.0812992202796194)	(86, 3.6188285524404646)	(88, 4.241795097194175)	(90, 4.745228635684128)
SRR9929280_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00012358025977126714)	(4, 0.00017301236367977402)	(5, 0.0001884598961511824)	(6, 0.0001915494026454641)	(7, 0.00019772841563402745)	(8, 0.00020699693511687248)	(9, 0.00021317594810543584)	(10, 0.00021472070135257666)	(12, 0.00022553397408256256)	(14, 0.00023634724681254843)	(16, 0.00024098150655397094)	(18, 0.00024561576629539343)	(20, 0.00025333953253109766)	(22, 0.00025951854551966105)	(24, 0.0002780555844853511)	(26, 0.0002826898442267736)	(28, 0.00028732410396819613)	(30, 0.00029041361046247777)	(32, 0.000298137376698182)	(34, 0.0003120401559224495)	(36, 0.00033521145462956216)	(38, 0.0003537484935952522)	(40, 0.0003769197923023648)	(42, 0.0003970015845151957)	(44, 0.00042017288322230835)	(46, 0.00045106794816512506)	(48, 0.0004974105455793504)	(50, 0.0005653796884535472)	(52, 0.0006534306235405751)	(54, 0.0007074969871905044)	(56, 0.000787824156041828)	(58, 0.00086506181839887)	(60, 0.0009531127534858979)	(62, 0.001076693013257165)	(64, 0.001192549506792728)	(66, 0.0015061344159623185)	(68, 0.014579381146515242)	(70, 0.35982400811625714)	(72, 0.3895172550327983)	(74, 0.39300376311159524)	(76, 0.3944311151119534)	(78, 0.39537650409920355)	(80, 0.3960870905928883)	(82, 0.3966849100995319)	(84, 0.39730126664514104)	(86, 0.3978249379959218)	(88, 0.39819413402198844)	(90, 0.39851235319089945)
SRR9929280_2 - illumina_universal_adapter	(1, 9.268519482845036e-06)	(2, 9.268519482845036e-06)	(3, 2.1626545459971752e-05)	(4, 3.7074077931380144e-05)	(5, 4.9432103908506864e-05)	(6, 5.8700623391351896e-05)	(7, 6.487963637991525e-05)	(8, 8.341667534560533e-05)	(9, 9.268519482845037e-05)	(10, 0.00012821451951268968)	(12, 0.00015293057146694312)	(14, 0.00019309415589260491)	(16, 0.0002363472468125484)	(18, 0.00026724231175536523)	(20, 0.00032285342865243544)	(22, 0.0004294414027051533)	(24, 0.0005082238183093361)	(26, 0.0006982284677076595)	(28, 0.00104888745480863)	(30, 0.0015231267016808676)	(32, 0.002151841273267189)	(34, 0.002959747221521848)	(36, 0.003949934052939126)	(38, 0.0056059095338741064)	(40, 0.008295324937146308)	(42, 0.0125881942109507)	(44, 0.018450532783850185)	(46, 0.026124866915645875)	(48, 0.03774141133414499)	(50, 0.05575477894905431)	(52, 0.08105011337098555)	(54, 0.11208111659955074)	(56, 0.14843842902425752)	(58, 0.1984266441017351)	(60, 0.2633727048712774)	(62, 0.3471570314897023)	(64, 0.4460181498002217)	(66, 0.5616908176993749)	(68, 0.699221744045571)	(70, 0.865225562243067)	(72, 1.062368516396428)	(74, 1.2944491547403736)	(76, 1.5587425325469468)	(78, 1.8601903154537516)	(80, 2.200264653305313)	(82, 2.59753039062577)	(84, 3.0700904907183655)	(86, 3.604213641969265)	(88, 4.22369831290392)	(90, 4.724136574847667)
