Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
SRR9929269_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003411959537255274)	(4, 0.0004326505392602049)	(5, 0.0004959652523226738)	(6, 0.0005170701566768302)	(7, 0.0005346575769719605)	(8, 0.0005557624813261168)	(9, 0.0005733499016212471)	(10, 0.0005803848697392992)	(12, 0.0006014897740934555)	(14, 0.0006243534204771249)	(16, 0.0006560107770083594)	(18, 0.0006683219712149506)	(20, 0.0006683219712149506)	(22, 0.0006735981973034897)	(24, 0.0006841506494805679)	(26, 0.0006894268755691069)	(28, 0.0007017380697756982)	(30, 0.0007087730378937502)	(32, 0.0007105317799232633)	(34, 0.0007263604581888805)	(36, 0.0007351541683364457)	(38, 0.0007509828466020628)	(40, 0.0007650527828381671)	(42, 0.0007843989451628104)	(44, 0.0008055038495169667)	(46, 0.0008301262379301491)	(48, 0.0008459549161957665)	(50, 0.0008653010785204098)	(52, 0.0009022346611401833)	(54, 0.0009444444698484961)	(56, 0.0009989654727633997)	(58, 0.0010552452177078168)	(60, 0.0011449410612129813)	(62, 0.0012276019366000935)	(64, 0.0013612663308430837)	(66, 0.0019522036527594609)	(68, 0.044360750210407106)	(70, 1.3002467761291292)	(72, 1.4598315104030823)	(74, 1.4763865491268884)	(76, 1.4830609751288903)	(78, 1.486847546718432)	(80, 1.4893537541104878)	(82, 1.491444898383579)	(84, 1.4928448570390713)	(86, 1.4938367875437166)	(88, 1.494557871775817)	(90, 1.4950503195440805)
SRR9929269_2 - illumina_universal_adapter	(1, 2.1104904354156333e-05)	(2, 2.8139872472208445e-05)	(3, 3.517484059026056e-05)	(4, 4.924477682636478e-05)	(5, 5.276226088539084e-05)	(6, 8.793710147565139e-05)	(7, 9.49720695937035e-05)	(8, 0.00010200703771175562)	(9, 0.00012311194206591195)	(10, 0.00016356300874471159)	(12, 0.00020401407542351122)	(14, 0.0003200910493713711)	(16, 0.0004344092812897179)	(18, 0.000503000220440726)	(20, 0.0006436995828017682)	(22, 0.0008899234669335921)	(24, 0.001072832638002947)	(26, 0.0015670391482961077)	(28, 0.002641630528328568)	(30, 0.004110180122971946)	(32, 0.0061063523264692325)	(34, 0.008732154176532184)	(36, 0.012154666165964535)	(38, 0.018072833095275874)	(40, 0.02702834750955621)	(42, 0.039708877542345145)	(44, 0.05579784962833032)	(46, 0.07575957166330319)	(48, 0.10335071662230358)	(50, 0.14254428275000142)	(52, 0.19254355990702726)	(54, 0.24869843416734871)	(56, 0.3105991186380893)	(58, 0.38983748203576923)	(60, 0.4897604104425519)	(62, 0.6104505647338244)	(64, 0.7446830326523473)	(66, 0.8957712841817229)	(68, 1.0734095053886272)	(70, 1.2821176632889086)	(72, 1.5284242082961197)	(74, 1.8164270093390256)	(76, 2.1361223417537563)	(78, 2.4938821279132375)	(80, 2.8935544953780434)	(82, 3.358298559192802)	(84, 3.9051090435886975)	(86, 4.514256380478653)	(88, 5.208686877121725)	(90, 5.761958979734051)
SRR9929269_2 - polya	(1, 0.00566314933503195)	(2, 0.012149389939875996)	(3, 0.024414856853699853)	(4, 0.038055660034602895)	(5, 0.052308505441776475)	(6, 0.06669149775913402)	(7, 0.08714918504642956)	(8, 0.11146203486241765)	(9, 0.1349693808288888)	(10, 0.17016180883944448)	(12, 0.213701226522069)	(14, 0.26011970490700637)	(16, 0.30444176279276414)	(18, 0.3488236179075254)	(20, 0.3961460896956325)	(22, 0.4348982115739225)	(24, 0.5059373196300128)	(26, 0.5417681709972817)	(28, 0.5677606194514546)	(30, 0.5934734279229352)	(32, 0.6225120175722247)	(34, 0.6459068040488071)	(36, 0.6649047354516068)	(38, 0.6835702646108286)	(40, 0.7002149991781399)	(42, 0.7175491606210203)	(44, 0.7376849981169149)	(46, 0.7553480443193142)	(48, 0.7699913304570397)	(50, 0.7837921791626286)	(52, 0.7970478178390681)	(54, 0.8093924281442201)	(56, 0.8223508394176721)	(58, 0.8362202790624118)	(60, 0.8503658412057851)	(62, 0.8665409916512163)	(64, 0.8985043692955862)	(66, 0.9512754238911245)	(68, 0.9987790461082715)	(70, 1.0344656806291204)	(72, 1.0474680604533102)	(74, 1.0574242990823834)	(76, 1.066740355612714)	(78, 1.0754127125602426)	(80, 1.0851719720820103)	(82, 1.0944616474818982)	(84, 1.1029950638090953)	(86, 1.1111855254405376)	(88, 1.119215941547294)	(90, 1.1251059686041331)
SRR9929269_2 - polyg	(1, 1.727045980657144)	(2, 1.735938180358362)	(3, 1.7361527468859626)	(4, 1.7362582714077333)	(5, 1.7364095232222714)	(6, 1.7365818799411636)	(7, 1.7367155443354068)	(8, 1.7372396494602016)	(9, 1.7399727345740648)	(10, 1.7450115304886196)	(12, 1.7581985782259084)	(14, 1.7644931159495356)	(16, 1.7649943574279465)	(18, 1.7651508854685733)	(20, 1.7652405813120784)	(22, 1.7653179659613771)	(24, 1.765368969480233)	(26, 1.7654358016773544)	(28, 1.7655043926165055)	(30, 1.7655677073295681)	(32, 1.7656556444310436)	(34, 1.7657330290803421)	(36, 1.7657981025354341)	(38, 1.7658702109586442)	(40, 1.7659616655441788)	(42, 1.7660478439036251)	(44, 1.7661903020080156)	(46, 1.7663098964660224)	(48, 1.7664330084080884)	(50, 1.766629987515394)	(52, 1.7671365052198937)	(54, 1.7678382432896693)	(56, 1.7685100827449434)	(58, 1.768958561962469)	(60, 1.7691045375509187)	(62, 1.7691819222002172)	(64, 1.7692452369132798)	(66, 1.7693120691104012)	(68, 1.7693964887278177)	(70, 1.7694668384089984)	(72, 1.769558292994533)	(74, 1.769698992356894)	(76, 1.7701087792497705)	(78, 1.7715615001661482)	(80, 1.774998082091817)	(82, 1.7802303396296182)	(84, 1.7866145731967502)	(86, 1.7940769156279743)	(88, 1.803442216935131)	(90, 1.8111771643809293)
SRR9929270_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 5.08240690796681e-06)	(4, 1.524722072390043e-05)	(5, 1.524722072390043e-05)	(6, 2.541203453983405e-05)	(7, 2.541203453983405e-05)	(8, 2.541203453983405e-05)	(9, 2.541203453983405e-05)	(10, 2.541203453983405e-05)	(12, 3.049444144780086e-05)	(14, 4.574166217170129e-05)	(16, 5.08240690796681e-05)	(18, 5.590647598763491e-05)	(20, 6.861249325755192e-05)	(22, 9.402452779738599e-05)	(24, 0.00011689535888323663)	(26, 0.00014484859687705407)	(28, 0.0002058374797726558)	(30, 0.00026428515921427415)	(32, 0.00033798005937979284)	(34, 0.0004548754182630295)	(36, 0.0006098888289560172)	(38, 0.0009859869401455611)	(40, 0.0015628401241997941)	(42, 0.002437014112370086)	(44, 0.003771145925711373)	(46, 0.006073476255020338)	(48, 0.009870034215271545)	(50, 0.01596384009792375)	(52, 0.02296231441019405)	(54, 0.032275825069043224)	(56, 0.045365564060511746)	(58, 0.0657231449303728)	(60, 0.09398132733866826)	(62, 0.13001305111269898)	(64, 0.1746899490371812)	(66, 0.23197375729687514)	(68, 0.3048427663398493)	(70, 0.39877072840598393)	(72, 0.516037102993502)	(74, 0.6740262629311045)	(76, 0.8577527314506506)	(78, 1.0766164201284254)	(80, 1.3417935417550475)	(82, 1.6967894994627133)	(84, 2.130788931351269)	(86, 2.6233427732265104)	(88, 3.219854707200759)	(90, 3.707295647726586)
SRR9929270_1 - polya	(1, 0.0051230661632305444)	(2, 0.007079792822797766)	(3, 0.013432801457756278)	(4, 0.020355039666407074)	(5, 0.025889780789182932)	(6, 0.029767657259961607)	(7, 0.05324837717476827)	(8, 0.06557829633349575)	(9, 0.0757075333010736)	(10, 0.0826755131718961)	(12, 0.08900565097576876)	(14, 0.09449465043637292)	(16, 0.1004842669774118)	(18, 0.10781055653524596)	(20, 0.11535030718321472)	(22, 0.11764755510561573)	(24, 0.11976691878623788)	(26, 0.12160420888346787)	(28, 0.12380743227807149)	(30, 0.12595729040014145)	(32, 0.1276929323592121)	(34, 0.12946415116663856)	(36, 0.13117692229462335)	(38, 0.13359868918626955)	(40, 0.136132269029891)	(42, 0.13953494045477477)	(44, 0.14256405497192298)	(46, 0.14412943629957678)	(48, 0.14578375974811997)	(50, 0.14697050176113025)	(52, 0.14819027941904225)	(54, 0.14945833994257998)	(56, 0.15085600184227085)	(58, 0.15260943222551943)	(60, 0.15385462191797128)	(62, 0.1550769407793373)	(64, 0.15639328416850068)	(66, 0.15777315764401367)	(68, 0.15882267467050884)	(70, 0.15990776854535976)	(72, 0.16108434574455405)	(74, 0.16240577154062544)	(76, 0.1642024023825917)	(78, 0.1653637323610621)	(80, 0.16656826279825027)	(82, 0.1675872853832976)	(84, 0.1688731343310132)	(86, 0.17023776058580228)	(88, 0.17150073870243204)	(90, 0.17243590157349792)
SRR9929270_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.016481381593362e-05)	(5, 1.016481381593362e-05)	(6, 1.016481381593362e-05)	(7, 1.016481381593362e-05)	(8, 1.016481381593362e-05)	(9, 1.016481381593362e-05)	(10, 1.016481381593362e-05)	(12, 1.524722072390043e-05)	(14, 3.0494441447800857e-05)	(16, 3.557684835576767e-05)	(18, 4.320045871771788e-05)	(20, 6.0988882895601714e-05)	(22, 8.894212088941917e-05)	(24, 0.00011689535888323663)	(26, 0.00016009581760095451)	(28, 0.00023633192122045669)	(30, 0.0003049444144780086)	(32, 0.0003735569077355606)	(34, 0.00047266384244091337)	(36, 0.0006225948462259342)	(38, 0.0009936105505075113)	(40, 0.001593334565647595)	(42, 0.0024090608743762678)	(44, 0.0036618741771900862)	(46, 0.005852391554523781)	(48, 0.009486312493720051)	(50, 0.015325998030973915)	(52, 0.02194075062169272)	(54, 0.03100268213859754)	(56, 0.04388658365029341)	(58, 0.06347163867014351)	(60, 0.09052274943779685)	(62, 0.12570062885128913)	(64, 0.16949064677033115)	(66, 0.22498290659496678)	(68, 0.2959104361990976)	(70, 0.38850172524843696)	(72, 0.5040324578768844)	(74, 0.6598234768267912)	(76, 0.8402565456699749)	(78, 1.0559411888268162)	(80, 1.3151820591849335)	(82, 1.6597260470863655)	(84, 2.0836648545006007)	(86, 2.5613272441354997)	(88, 3.140869021444047)	(90, 3.606836792783714)
SRR9929270_2 - polya	(1, 0.03773687129165357)	(2, 0.09764828392276632)	(3, 0.23320624097205708)	(4, 0.39157912263121086)	(5, 0.5555324870753122)	(6, 0.7070593666294347)	(7, 0.8693761960491707)	(8, 1.082639072314366)	(9, 1.322442277452964)	(10, 1.6286776232855962)	(12, 2.0252654579246085)	(14, 2.4240997164169418)	(16, 2.835756887538076)	(18, 3.1869283340474963)	(20, 3.532745464879374)	(22, 3.826432348056236)	(24, 4.093932129639799)	(26, 4.3331305283563495)	(28, 4.552748954459957)	(30, 4.762614241707176)	(32, 4.954581833027991)	(34, 5.134158516307182)	(36, 5.295707902283816)	(38, 5.452553520667125)	(40, 5.587697261553416)	(42, 5.718792865337512)	(44, 5.847997813751844)	(46, 5.977299327897428)	(48, 6.0921490180002085)	(50, 6.202226328016407)	(52, 6.308778988841931)	(54, 6.409212431750264)	(56, 6.509389213109744)	(58, 6.608295392742232)	(60, 6.701679537269214)	(62, 6.795109423458367)	(64, 6.883479773570641)	(66, 6.974002523008437)	(68, 7.056276526034604)	(70, 7.14043864322708)	(72, 7.220910933004372)	(74, 7.302003276424437)	(76, 7.371662745505031)	(78, 7.441906691380039)	(80, 7.543686972118983)	(82, 7.626527663515388)	(84, 7.692194901969772)	(86, 7.759635900435039)	(88, 7.823638650627065)	(90, 7.867103394503997)
SRR9929270_2 - polyg	(1, 6.9644730100559995)	(2, 7.056678036180333)	(3, 7.058400972122134)	(4, 7.059946023822156)	(5, 7.061084482969541)	(6, 7.062873490201145)	(7, 7.065201232564994)	(8, 7.068642022041687)	(9, 7.072540228140098)	(10, 7.0800926848053365)	(12, 7.09090804670549)	(14, 7.095921841120199)	(16, 7.097736260386343)	(18, 7.099184746355114)	(20, 7.100104662005456)	(22, 7.101014412841982)	(24, 7.102140165972097)	(26, 7.103161729760598)	(28, 7.104231576414724)	(30, 7.1056343207213235)	(32, 7.106902381244861)	(34, 7.1076749070948715)	(36, 7.1085084218277785)	(38, 7.109349560171047)	(40, 7.110691315594751)	(42, 7.112193166836056)	(44, 7.114548862437897)	(46, 7.116223515514072)	(48, 7.117732990365738)	(50, 7.119150981893061)	(52, 7.12026657020936)	(54, 7.121234768725328)	(56, 7.122070824661688)	(58, 7.122988199108576)	(60, 7.1237759721793115)	(62, 7.124525627198237)	(64, 7.12524224657226)	(66, 7.125961407149736)	(68, 7.126594166809779)	(70, 7.1271405255523845)	(72, 7.127768202805519)	(74, 7.128741483728394)	(76, 7.129425067457516)	(78, 7.13012898081427)	(80, 7.130858306205562)	(82, 7.131755351024819)	(84, 7.1328455273065785)	(86, 7.133953492012514)	(88, 7.135043668294274)	(90, 7.135806029330468)
SRR9929271_1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.4188013149256864e-06)	(5, 1.709400657462843e-05)	(6, 4.102561577910824e-05)	(7, 5.470082103881098e-05)	(8, 5.470082103881098e-05)	(9, 5.470082103881098e-05)	(10, 6.495722498358804e-05)	(12, 7.350422827090227e-05)	(14, 9.743583747538207e-05)	(16, 0.00011965804602239903)	(18, 0.000141880254569416)	(20, 0.00018632467166344993)	(22, 0.00020854688021046687)	(24, 0.00023931609204479805)	(26, 0.000283760509138832)	(28, 0.0003999997538463053)	(30, 0.0005418800084157213)	(32, 0.0007675208952008166)	(34, 0.0010273497951351687)	(36, 0.0013572641220254977)	(38, 0.0018529903126897219)	(40, 0.002697434237476367)	(42, 0.0039675189259712595)	(44, 0.005670081980804251)	(46, 0.008090593311771636)	(48, 0.011658112483896591)	(50, 0.01718973301144635)	(52, 0.025331608342941875)	(54, 0.03543929443051967)	(56, 0.04783928679975513)	(58, 0.0654563699755672)	(60, 0.08911105627353802)	(62, 0.12176573703305071)	(64, 0.16107511455206625)	(66, 0.21099987015392607)	(68, 0.2756989756382372)	(70, 0.358497215283765)	(72, 0.46500313264764487)	(74, 0.5991175800302071)	(76, 0.7599414126856263)	(78, 0.9531806100085134)	(80, 1.1876505511894044)	(82, 1.4743221696478956)	(84, 1.8297168227383653)	(86, 2.2515387853778415)	(88, 2.757982918164358)	(90, 3.1784322320758913)
SRR9929271_1 - polya	(1, 0.005087176356609421)	(2, 0.005716235798555748)	(3, 0.007186320363973793)	(4, 0.009418797622620266)	(5, 0.011842727754902579)	(6, 0.013781188100465443)	(7, 0.01925127020434654)	(8, 0.022994857644190167)	(9, 0.028817076283508613)	(10, 0.032365792048401475)	(12, 0.035054679282590526)	(14, 0.03752305383196687)	(16, 0.04016236844708951)	(18, 0.04471279299725559)	(20, 0.04907005527312838)	(22, 0.05189569455991446)	(24, 0.05469740223749606)	(26, 0.05705466574413732)	(28, 0.05978457859410548)	(30, 0.06204098746195644)	(32, 0.06401534522132601)	(34, 0.06617602765235905)	(36, 0.06805636837556818)	(38, 0.0700939739592639)	(40, 0.07196747707984316)	(42, 0.07462388570154042)	(44, 0.07668542289444061)	(46, 0.07825294329733404)	(48, 0.08014866862646033)	(50, 0.0811623432163358)	(52, 0.08216234260095157)	(54, 0.08319823939937404)	(56, 0.08432473443264206)	(58, 0.08598285307038102)	(60, 0.08784780918767299)	(62, 0.08949909022278209)	(64, 0.09086148254677998)	(66, 0.09274182326998909)	(68, 0.09431618127551239)	(70, 0.09559994116926698)	(72, 0.09686831645710439)	(74, 0.09793840126867615)	(76, 0.09913840053021505)	(78, 0.1005076304568428)	(80, 0.10188027918478545)	(82, 0.10328540652521992)	(84, 0.10474010648472079)	(86, 0.10640848152640453)	(88, 0.10837258288182933)	(90, 0.1095657445407384)
SRR9929271_2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 3.4188013149256864e-06)	(5, 1.709400657462843e-05)	(6, 3.418801314925686e-05)	(7, 4.444441709403392e-05)	(8, 4.444441709403392e-05)	(9, 4.786321840895961e-05)	(10, 5.470082103881098e-05)	(12, 6.666662564105089e-05)	(14, 9.401703616045637e-05)	(16, 0.00011623924470747334)	(18, 0.00014871785719926736)	(20, 0.00019487167495076411)	(22, 0.00022051268481270678)	(24, 0.000251281896647038)	(26, 0.00029743571439853477)	(28, 0.00041880316107839664)	(30, 0.000567521018277664)	(32, 0.0007982901070351478)	(34, 0.0010547002056545743)	(36, 0.00139487093648968)	(38, 0.001897434729783756)	(40, 0.0027521350585151777)	(42, 0.004027347948982458)	(44, 0.005721364000528136)	(46, 0.008114524920976116)	(48, 0.011658112483896591)	(50, 0.017169220203556795)	(52, 0.025278616922560525)	(54, 0.035293995374635324)	(56, 0.04757603909850586)	(58, 0.06509055823487014)	(60, 0.088582851470382)	(62, 0.12111103658124245)	(64, 0.16023408942859452)	(66, 0.20992465714038194)	(68, 0.2742630790859684)	(70, 0.3565775583454342)	(72, 0.4627792023922857)	(74, 0.5961073254724151)	(76, 0.7559465433491357)	(78, 0.9483310403432914)	(80, 1.1813907259817755)	(82, 1.4658349953835925)	(84, 1.8181612742939168)	(86, 2.236733666283556)	(88, 2.738492331867967)	(90, 3.1552459215580653)
SRR9929271_2 - polya	(1, 0.008010251480870884)	(2, 0.017111100581203062)	(3, 0.036909378995937714)	(4, 0.05891962186142928)	(5, 0.08064610421778202)	(6, 0.10224267212416759)	(7, 0.1274939386362087)	(8, 0.15842041533102647)	(9, 0.19699475056733298)	(10, 0.24631266893579346)	(12, 0.314835703690849)	(14, 0.38483224181263753)	(16, 0.45215356790549666)	(18, 0.5147193413692942)	(20, 0.5788287036267806)	(22, 0.6326679867342304)	(24, 0.6805859059642287)	(26, 0.7234867342645738)	(28, 0.7636661967182379)	(30, 0.8029242922175296)	(32, 0.8399977736765838)	(34, 0.874973820528931)	(36, 0.9087054237026453)	(38, 0.9398148062678116)	(40, 0.9682301733968164)	(42, 0.9953600712314091)	(44, 1.022652362128461)	(46, 1.0487138845521393)	(48, 1.0722745538139498)	(50, 1.0960283853500534)	(52, 1.1179258077721526)	(54, 1.1399822044553956)	(56, 1.1614693707197037)	(58, 1.1827753405143202)	(60, 1.202780456408608)	(62, 1.222074461629391)	(64, 1.2416009453395893)	(66, 1.2621838386560993)	(68, 1.2819667324649169)	(70, 1.3005838150253446)	(72, 1.317824830056515)	(74, 1.3338846492333782)	(76, 1.3491325030979469)	(78, 1.3636042890640272)	(80, 1.3795632536021003)	(82, 1.3945581161693643)	(84, 1.4085153725375485)	(86, 1.4219905779203281)	(88, 1.4353956978761517)	(90, 1.4449187689388772)
SRR9929271_2 - polyg	(1, 0.9657498330428378)	(2, 0.9803002514391616)	(3, 0.98059768715356)	(4, 0.9807002511930079)	(5, 0.9808438408482347)	(6, 0.980963498894257)	(7, 0.981148114165263)	(8, 0.9814558062836064)	(9, 0.9819207632624363)	(10, 0.9827549507832781)	(12, 0.9845344368676969)	(14, 0.9853275987727597)	(16, 0.9854899918352187)	(18, 0.9855771712687493)	(20, 0.9856370002917605)	(22, 0.9857241797252911)	(24, 0.9857840087483023)	(26, 0.9858352907680261)	(28, 0.9858814445857778)	(30, 0.9859566582147061)	(32, 0.9860181966383748)	(34, 0.9860797350620434)	(36, 0.986119051277165)	(38, 0.9861874273034635)	(40, 0.9863122135514584)	(42, 0.9864609314086576)	(44, 0.9866181962691443)	(46, 0.9867737517289733)	(48, 0.9869310165894598)	(50, 0.9870352900295651)	(52, 0.9871652044795323)	(54, 0.9872694779196376)	(56, 0.987360076154483)	(58, 0.9874643495945883)	(60, 0.9875617854320636)	(62, 0.9876660588721689)	(64, 0.9877241784945225)	(66, 0.9877976827227934)	(68, 0.9878677681497494)	(70, 0.987939562977363)	(72, 0.988028451811551)	(74, 0.9881310158509988)	(76, 0.9882335798904466)	(78, 0.9883788789463308)	(80, 0.9885822976245691)	(82, 0.9889378529613213)	(84, 0.9893241775099079)	(86, 0.9898387071078041)	(88, 0.9904626383477781)	(90, 0.9910626379785475)
SRR9929272_1 - illumina_universal_adapter	(1, 1.6640656765453704e-05)	(2, 1.6640656765453704e-05)	(3, 2.6625050824725925e-05)	(4, 4.326570759017963e-05)	(5, 4.992197029636111e-05)	(6, 0.00010317207194581296)	(7, 0.0001065002032989037)	(8, 0.00011315646600508519)	(9, 0.0001231408600643574)	(10, 0.00012813305709399354)	(12, 0.00014810184521253796)	(14, 0.0001797190930669)	(16, 0.00025460204851144165)	(18, 0.0003311490696325287)	(20, 0.00041102422210670647)	(22, 0.0006473215481761491)	(24, 0.0007521576857985074)	(26, 0.0009501815013074065)	(28, 0.001401143299651202)	(30, 0.0019802381550889907)	(32, 0.0026991145273565905)	(34, 0.003622670977839271)	(36, 0.004754235637890123)	(38, 0.00635506681872677)	(40, 0.009107431447732812)	(42, 0.013357455185629688)	(44, 0.018893801691496133)	(46, 0.02648027711086648)	(48, 0.038709495767798405)	(50, 0.057107405887684023)	(52, 0.08274566576621854)	(54, 0.11384871732652806)	(56, 0.15101728827784544)	(58, 0.20250015217880613)	(60, 0.2728901302966753)	(62, 0.3638213351258205)	(64, 0.47366131823755075)	(66, 0.6048279670598865)	(68, 0.7638910128838288)	(70, 0.9594037532868209)	(72, 1.1950321249542921)	(74, 1.4789899560656707)	(76, 1.8071952935163909)	(78, 2.186399251756197)	(80, 2.619891688627619)	(82, 3.1252434736092995)	(84, 3.739130614212299)	(86, 4.432328789025128)	(88, 5.227472619380155)	(90, 5.861022360017214)
SRR9929272_1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00016640656765453703)	(4, 0.00023629732606944258)	(5, 0.00024960985148180556)	(6, 0.0002762349023065315)	(7, 0.0002962036904250759)	(8, 0.0003228287412498019)	(9, 0.00032948500395598335)	(10, 0.00033946939801525553)	(12, 0.0003794069742523445)	(14, 0.00043265707590179627)	(16, 0.0004659383894327037)	(18, 0.0004676024551092491)	(20, 0.00047925091484506664)	(22, 0.0004859071775512481)	(24, 0.0005008837686401564)	(26, 0.0005191884910821555)	(28, 0.0005391572792007001)	(30, 0.0005557979359661538)	(32, 0.0005774307897612435)	(34, 0.0006140402346452417)	(36, 0.0006390012197934222)	(38, 0.0006922513214428741)	(40, 0.0007654702112108704)	(42, 0.0008636500861270472)	(44, 0.0009951112745741316)	(46, 0.0011115958719323073)	(48, 0.001199791352789212)	(50, 0.0013162759501473878)	(52, 0.0015026513059204693)	(54, 0.001752261157402275)	(56, 0.002133332197331165)	(58, 0.00242620775640315)	(60, 0.0028006225336258584)	(62, 0.0032316155438511093)	(64, 0.0036459678973109065)	(66, 0.004017054543180524)	(68, 0.009039204754994451)	(70, 0.1189557348878458)	(72, 0.12918973879859982)	(74, 0.13077892151970066)	(76, 0.13184558761836623)	(78, 0.1325960812384882)	(80, 0.13337153584375835)	(82, 0.1343383580018312)	(84, 0.13552483682920805)	(86, 0.13688604255262216)	(88, 0.13805255259188048)	(90, 0.13882967126282716)
SRR9929272_2 - illumina_universal_adapter	(1, 1.3312525412362962e-05)	(2, 1.3312525412362962e-05)	(3, 1.6640656765453704e-05)	(4, 3.328131353090741e-05)	(5, 3.993757623708889e-05)	(6, 5.990636435563333e-05)	(7, 6.323449570872408e-05)	(8, 6.989075841490555e-05)	(9, 7.987515247417778e-05)	(10, 8.486734950381388e-05)	(12, 0.00010982833465199445)	(14, 0.00014976591088908335)	(16, 0.00022797699768671575)	(18, 0.00031450841286707496)	(20, 0.0003993757623708889)	(22, 0.0006539778108823305)	(24, 0.0007671342768874157)	(26, 0.0009701502894259509)	(28, 0.0014427449415648362)	(30, 0.0020334882567384425)	(32, 0.0027440443006233155)	(34, 0.0036542882256936334)	(36, 0.004772540360332122)	(38, 0.0063700434098156785)	(40, 0.009150697155322992)	(42, 0.013422353747014958)	(44, 0.018965356515587586)	(46, 0.02654184754089866)	(48, 0.03875109740971204)	(50, 0.057187281040158196)	(52, 0.08274732983189509)	(54, 0.11369063108725624)	(56, 0.15077267062339328)	(58, 0.20213572179564268)	(60, 0.27227276193067695)	(62, 0.36307583370272817)	(64, 0.472661214765947)	(66, 0.6038095588658408)	(68, 0.7625963697874765)	(70, 0.957884461324135)	(72, 1.1930435664708205)	(74, 1.4765520998495318)	(76, 1.8038422011781519)	(78, 2.1825519319120237)	(80, 2.6143436936620166)	(82, 3.117379099221946)	(84, 3.7276602095038722)	(86, 4.416936181517083)	(88, 5.207259213607158)	(90, 5.837029861092783)
SRR9929272_2 - polya	(1, 0.008566610102855567)	(2, 0.019925522410954265)	(3, 0.044413912906995937)	(4, 0.07065622862611642)	(5, 0.09849937552607356)	(6, 0.12678516389599176)	(7, 0.15895820968631996)	(8, 0.19671585988713441)	(9, 0.2436591526224793)	(10, 0.3031311958365343)	(12, 0.3843492493116842)	(14, 0.4666922111841788)	(16, 0.5461413628451609)	(18, 0.6187861499547491)	(20, 0.6902211613174887)	(22, 0.7509329334605701)	(24, 0.8060667574558713)	(26, 0.8544294982133094)	(28, 0.8996255219882816)	(30, 0.9436483794612893)	(32, 0.98502537250859)	(34, 1.0249912378621802)	(36, 1.0619834178517837)	(38, 1.0967540701631993)	(40, 1.128452857235712)	(42, 1.1586856024471883)	(44, 1.188623808033916)	(46, 1.2174620662084474)	(48, 1.2449324623968583)	(50, 1.2710632857156503)	(52, 1.295546684014662)	(54, 1.3198154178413999)	(56, 1.343661478986295)	(58, 1.3675075401311902)	(60, 1.3889556826361835)	(62, 1.4100294103639541)	(64, 1.431988421031647)	(66, 1.456270467383797)	(68, 1.4789966123283769)	(70, 1.5006111614010247)	(72, 1.5202238394647885)	(74, 1.5379411467229671)	(76, 1.5550743669286782)	(78, 1.5708264126228566)	(80, 1.588350688262556)	(82, 1.6046086099224044)	(84, 1.619769912301409)	(86, 1.6347431752589645)	(88, 1.6489509680053087)	(90, 1.6593829957315718)
SRR9929272_2 - polyg	(1, 1.1318408949531584)	(2, 1.14979283547173)	(3, 1.150059085979977)	(4, 1.1502254925476316)	(5, 1.1503819147212269)	(6, 1.1505616338142939)	(7, 1.1507746342208915)	(8, 1.15111743175026)	(9, 1.1517164953938164)	(10, 1.1527948099522178)	(12, 1.15523599429971)	(14, 1.1563043244640518)	(16, 1.1564857076227955)	(18, 1.1566321454023314)	(20, 1.1567253330802179)	(22, 1.1568368254805463)	(24, 1.156933341289786)	(26, 1.1570498258871442)	(28, 1.1571247088425887)	(30, 1.157226216848858)	(32, 1.1573377092491866)	(34, 1.1574308969270732)	(36, 1.1575839909693153)	(38, 1.157803647638619)	(40, 1.1581148279201332)	(42, 1.1586123835574202)	(44, 1.1592147753323299)	(46, 1.159773901399649)	(48, 1.160326371204262)	(50, 1.16081394244749)	(52, 1.161110146137915)	(54, 1.1614246545507818)	(56, 1.1617807646055627)	(58, 1.162185132564963)	(60, 1.1626094693124822)	(62, 1.1630953764900336)	(64, 1.163429853691019)	(66, 1.163752682432269)	(68, 1.1640422298599877)	(70, 1.1644033321117981)	(72, 1.1647161764589886)	(74, 1.1651039037616238)	(76, 1.1655115998523775)	(78, 1.1658993271550124)	(80, 1.166450132893949)	(82, 1.1673570486876663)	(84, 1.168323870845739)	(86, 1.1693555915651972)	(88, 1.1706951644348162)	(90, 1.1715721270463557)
