"";"SRR9929263";"SRR9929264";"SRR9929273";"SRR9929282";"SRR9929267";"SRR9929276";"SRR9929278";"SRR9929285";"SRR9929268";"SRR9929269";"SRR9929275";"SRR9929286";"SRR9929270";"SRR9929277";"SRR9929283";"SRR9929284";"SRR9929266";"SRR9929272";"SRR9929279";"SRR9929281";"SRR9929265";"SRR9929271";"SRR9929274";"SRR9929280"
"YPL222C-A";27,0073373863134;15,7272602698846;30,9640232314912;16,2196203361876;1,07940437658635;0;9,21862845265057;14,6284496486563;23,5128798006839;23,8122281438881;11,888128238548;15,9102396431341;61,0445273805998;2,98831814535864;14,6988982662135;27,0663668916719;13,3057883467177;14,2998024191123;5,8945263350755;6,08768651541175;62,9569072682564;41,8993545695258;22,820739994864;72,5134725845939
"YPL222W";595,792974180329;531,997999425138;540,117590537878;568,94325881678;633,765347390821;677,106646677969;683,098342044637;745,11257096656;1260,75480474055;1478,93354951098;1493,76286549955;1339,41155673403;1869,87436998353;1753,02556039886;1529,0310662744;1656,31375456899;1177,21781183026;1331,4697533865;1249,77844443218;1311,99942939478;1499,56580853545;1477,57221617829;1506,17396108445;1498,4916828679
"YPL223C";82,3598475600024;93,7604068018809;81,8052581358367;79,296221344256;86,2336193856253;83,1660035767497;118,877062902349;107,14206066992;219,940851526563;247,523331104815;241,344209713717;259,947681344354;314,530977618605;270,092200154822;284,796383686801;258,02154052483;221,118158359001;214,381494936706;230,650875326287;235,363556885755;219,13506624673;232,030558915026;184,109222740305;228,081414533669
"YPL224C";1290,12411591189;1189,70623713786;1395,83095373716;1280,88137155415;1450,39571377726;1234,79794474738;1256,00792279696;1509,15601944216;1361,20126217065;1636,69916712496;1745,07169462488;1517,77599520032;1677,55865155312;1825,29948976407;1876,64956079963;1524,67611483743;1388,2302565775;1406,76933690949;1709,14644116575;1677,80308897899;1681,31453117406;1626,87388732673;1421,81414825599;1421,26321619553
"YPL225W";3418,48335709496;4148,8156503916;3378,14745277671;3176,40057601185;3740,53462281255;2917,56454417519;3251,94719637016;2892,96890831455;3113,95838454442;2890,75044316015;3121,36429385855;2720,28327654889;3047,56848916838;3317,82275431603;3144,18121840298;3325,78184641886;3218,12146782162;3070,68893360372;3075,11312203685;2805,76702918456;3528,74720731642;3750,16318517059;3625,73176456287;3121,73741788726
"YPL226W";26966,3624795274;24710,0850359898;25636,6765407241;26355,5191036384;22748,225423951;21517,0266004487;20393,0520973851;22511,0356450043;19834,3950097049;17735,5109997817;16785,3297310213;18471,4653201688;22967,4538073743;18278,789688841;19609,9913278966;20516,1912553488;21586,476399478;20809,0635648784;19049,5903327798;18151,2296975109;18644,1457448274;17769,311510478;19101,0178348315;20793,4967294266
"YPL227C";1464,82057544352;1760,76380164307;1433,13028848376;1507,31919978431;1414,79404128704;1480,23138429835;1553,08947288442;1267,27703234238;1422,76620174959;1341,17896530104;1213,71428500237;1184,31536512028;1126,90944821996;910,751527483709;868,445956876471;1094,70422871963;1380,52785428639;1525,70360348961;1236,68737003533;1210,95039717946;1217,48679515096;1072,82979072633;1248,63547099751;1341,64436302209
"YPL228W";1331,50360453604;1279,15193267713;1324,54202416756;1263,19438880639;1371,70718856503;1205,15875978919;1284,97239323015;1187,99408643565;1019,09181921028;978,278451820167;1043,41868991008;943,481008555185;1055,65301747031;1296,27110625432;1173,58240024653;902,150520567445;908,452882431505;1012,25699158708;1005,3625863945;983,407368693002;1340,7269623721;1356,52128998825;1162,67209817247;1086,94353608717
"YPL229W";186,979193236887;92,4791949067341;181,149244777436;147,636766839607;157,132926870495;161,328305433738;125,150937093169;184,769359501657;197,739909936777;262,850723124669;229,961833913528;299,990284782962;397,814936246316;293,755289088002;297,599347161546;256,45158528861;218,520471373455;215,463374122184;186,885058364779;243,065767271203;269,361945882128;282,695432872476;181,39126531204;233,911715628131
"YPL230W";115,188330589259;68,5355278259271;86,5056715843967;68,3889369115253;124,670231002504;105,287754850233;69,4385487146569;127,115391694234;169,000438863726;188,291597321507;215,791119924134;183,783554546175;300,566709277569;283,794219241183;268,500239056185;267,578276848029;171,590819172109;154,428447269241;182,518515678604;240,514769581328;182,616244380019;245,391520745636;124,621419870705;121,944723591784
"YPL231W";78410,9796951546;69327,3902768924;76718,4598048107;71952,2500258704;76991,566330051;68648,7905115529;71293,165708676;79420,5005754359;61575,1857045458;68016,8014372833;69776,4862120618;58684,1310662472;40479,7794778163;42534,1315667162;40081,3823807352;34246,4329158474;58531,4621902455;65397,8595251847;69956,2811350182;61083,5368927518;30185,7284729135;26991,5326928877;27103,3675351409;28057,1537261549
"YPL232W";2056,54302436817;2216,12456015821;2109,86705769451;1832,62475377547;2152,6858741076;2158,17348260663;2227,71658427882;1979,43055448876;2035,85115160965;2122,38696930738;2278,91205427884;1714,16925681528;2241,56978910509;2824,34507712219;2527,58453286846;2214,92489738135;1889,19964746059;2191,18931105316;1956,73477828537;1888,79593858803;2688,11455187164;2679,00997978542;2485,91237096744;2159,18995302744
"YPL233W";413,408291849508;546,394638644423;391,537921933689;418,414663348398;418,083576289586;394,962678715596;444,76780659288;394,949168658008;624,566009752191;637,264304123217;755,252253163308;507,896673770233;393,887840387427;522,216177963523;411,230012935701;459,008435162805;577,910143873043;674,580524609835;697,226653052108;688,225595397481;421,17510474243;443,692011603424;480,186585944279;460,096308637518
"YPL234C";2615,62763665234;2604,62318286146;2167,82961557942;2541,45302041607;2491,19886416996;2259,05979925909;2157,31389712494;2472,20989841565;1658,04583416788;1677,25405927088;1464,59497356758;1672,96841304721;2371,05398080381;1320,83068351328;1531,73320247844;1516,27411548004;1770,81230018258;1485,18311767975;1676,10504782418;1485,22297189966;1448,62480187357;1133,99482231157;1587,44456230004;1520,60614429555
"YPL235W";3730,83258198479;4322,79375768651;3768,96218487078;3652,91399549359;3682,30155162941;3638,2000996381;3771,08044760733;3413,03793717255;2988,67455614362;2728,67517819339;2750,646963868;2660,48445689577;2580,69748936102;3062,28658650614;3067,59008447192;2702,41611768236;2835,66194747547;3106,7798578895;2832,08060259832;2535,27037074406;3184,56395768805;3213,67354623665;3158,17513412091;3162,31937010893
"YPL236C";583,481516724973;534,137670300419;655,793232990596;584,010730216767;611,943568346558;470,014704447777;516,438940521103;606,168492558163;553,143548999166;627,847033706972;641,54729649267;593,520353453689;623,312514743507;708,016083137355;647,775690994386;573,669322354477;593,128205148967;552,818120907873;602,457731373643;669,30515405382;683,268677435174;597,995349883316;530,539485715438;585,04035353238
"YPL237W";6769,7139810817;7766,04192571378;6372,81515835247;6160,6483924037;6976,45826082083;5550,63418270323;6019,86917399886;5104,57630723833;3934,82524737341;3778,5911910449;3712,82602347491;3193,82152824968;3736,21835651637;3743,07095176691;3483,48897157177;3083,29528295335;3778,52306528687;3886,2590370569;3557,49621637462;2930,69551960343;4122,61788819893;3669,66586100148;3882,19899959511;3380,06868398412
"YPL238C";2506,38673075951;2933,96804926977;2538,51465045642;2416,82617764848;2531,123001223;2228,41140282365;2674,04485321001;2021,40939215889;1359,32013326557;1232,36898741972;1308,52709049161;1159,47024980446;1312,70472613827;1509,6302473452;1215,57154268242;1270,63181123893;1419,3271464149;1511,48130651039;1231,84274590722;1213,19142207429;1561,01264491717;1476,29670692706;1429,70213029245;1354,47447493231
"YPL239W";1956,61393505818;2303,53073166879;1917,7667646216;2074,39764314267;1931,90515318609;2022,98506993089;2028,40480572402;1853,15495180709;1954,26827782852;1743,77044435879;1856,24421851567;1918,86065527181;1039,62445169477;1194,83638395681;1297,46877461002;1311,82740968147;2089,5110298226;2063,41859024221;1936,37946897859;2018,87619997165;1681,58509901606;1708,24425900128;1486,90962316303;1665,65125491137
"YPL240C";15944,2516776516;13827,9909116054;14673,2347873649;13068,1842920805;13594,9562940596;12732,6897621645;16210,5728649733;13740,980972718;68798,6389440274;61711,4434014833;55027,8884021396;58446,0547701524;176423,766280174;139932,06534379;128414,440316941;162483,422323725;67595,5278770357;64762,2601258591;50624,3300349008;47991,9869852505;165928,346851379;149164,240170249;195977,568574797;166433,876857615
"YPL241C";442,992912729142;567,917845150568;479,236890782414;542,013035675138;525,251779751461;509,307256745086;472,901678489067;447,045081391157;368,40701841898;311,845817815741;301,963472830504;322,773291406124;131,249958200569;117,684398687001;138,280516948303;199,244270907159;320,055291976779;313,279105861089;328,020502034318;318,342542607393;159,699622896396;122,916350073049;198,724120095321;208,183868021847
"YPL242C";3551,86098620714;4207,31344575326;3531,97484238337;3895,14308882119;3637,87692900144;3956,6507438003;4077,79077852184;3223,39830001163;4969,45085783464;4622,99770144852;4676,07006816093;4076,22767162475;3370,87275614827;2703,02605575739;2599,63935250741;3840,98514860037;5074,37538251305;4702,36584765277;4677,26392230094;4746,20114560177;2718,47650998373;2792,16299870576;3474,60885695531;3405,16172483015
"YPL243W";4530,3167546565;5447,3679761236;4567,55368546416;4615,8334520948;4792,37042732921;4459,05776380454;4647,45085981578;4052,15575178045;3174,44224436726;2809,67200764769;3023,73034767547;2908,71034987604;3578,41606918251;3931,27878568075;3787,70490533791;3550,22492222556;3028,24914064859;3304,44313947422;2947,23189592146;2668,9678130384;4499,67465452925;4410,90700828592;4034,74841077584;4134,40396632997
"YPL244C";1609,86594520845;1753,45896657631;1649,39180239788;1776,35745727351;1442,16339637887;1791,24649768311;1729,63145298777;1730,27578309367;1563,73867676388;1577,26289773303;1555,32105949293;1553,84056808214;1415,7762146552;1491,21335120706;1677,30344260261;1601,69118257549;1613,77318692383;1645,07312772342;1517,72529390144;1604,48178558508;1635,23799155801;1616,55358375377;1740,9436354541;1745,89461880737
"YPL245W";1644,25147422541;2093,69342819726;1779,25801565401;1824,64996432307;1556,32724457901;1480,24510362298;1617,23565822655;1414,20877882903;2410,69038530017;2084,10102254308;2109,63367102335;2081,57110147212;1174,67827795982;1303,23611962674;1469,25363439647;1184,99501967786;2585,08668165165;2804,15701443558;2356,78680924443;2403,03840309184;1963,93326889155;1804,95517897618;1558,34864749024;1944,00669484991
"YPL246C";2470,2483694631;3015,39594013582;2695,39303996585;2721,01991995809;2597,08085959178;2578,40586865665;2801,55508322329;2936,64580514899;2470,00718121577;2597,97882907019;2867,64887817599;2488,44196366037;3046,68359736719;3118,16932362258;3113,35434982119;2666,89904233754;2478,88035584154;2647,77188622543;2547,93970822397;2357,91751909716;2799,34738270776;2530,45472132755;2864,13217022113;3060,60077055161
